Date,Time,Appliance,Power_Watts,Duration_Hours,Energy_kWh,Cost
2025-09-12,16:00,Washing Machine,500,0.79,0.395,0.055
2025-09-12,06:00,Water Pump,750,0.48,0.36,0.05
2025-09-12,13:00,Microwave,1100,0.26,0.286,0.04
2025-09-12,13:00,Electric Oven,2200,0.36,0.792,0.111
2025-09-12,09:00,Computer,200,2.73,0.546,0.076
2025-09-12,20:00,Laptop,65,3.57,0.232,0.032
2025-09-12,10:00,Iron,1100,0.35,0.385,0.054
2025-09-12,20:00,Kitchen Appliances,800,1.18,0.944,0.132
2025-09-12,00:00,Other Appliances,100,2.24,0.224,0.031
2025-09-13,13:00,Air Conditioner,1500,3.62,5.43,0.76
2025-09-13,21:00,Electric Fan,75,5.74,0.43,0.06
2025-09-13,06:00,Water Heater,2000,0.44,0.88,0.123
2025-09-13,18:00,Refrigerator,150,24.0,3.6,0.504
2025-09-13,20:00,Television,120,4.56,0.547,0.077
2025-09-13,06:00,Lights,60,6.14,0.368,0.052
2025-09-13,07:00,Water Pump,750,0.6,0.45,0.063
2025-09-13,07:00,Microwave,1100,0.18,0.198,0.028
2025-09-13,19:00,Electric Oven,2200,0.41,0.902,0.126
2025-09-13,21:00,Computer,200,3.64,0.728,0.102
2025-09-13,15:00,Laptop,65,3.93,0.255,0.036
2025-09-13,20:00,Kitchen Appliances,800,1.12,0.896,0.125
2025-09-13,19:00,Kitchen Appliances,800,0.78,0.624,0.087
2025-09-13,20:00,Kitchen Appliances,800,0.77,0.616,0.086
2025-09-13,12:00,Other Appliances,100,2.63,0.263,0.037
2025-09-14,15:00,Air Conditioner,1500,3.63,5.445,0.762
2025-09-14,13:00,Electric Fan,75,4.96,0.372,0.052
2025-09-14,06:00,Water Heater,2000,0.38,0.76,0.106
2025-09-14,06:00,Refrigerator,150,24.0,3.6,0.504
2025-09-14,21:00,Television,120,3.92,0.47,0.066
2025-09-14,06:00,Lights,60,5.87,0.352,0.049
2025-09-14,10:00,Washing Machine,500,0.62,0.31,0.043
2025-09-14,06:00,Water Pump,750,0.51,0.383,0.054
2025-09-14,08:00,Microwave,1100,0.23,0.253,0.035
2025-09-14,08:00,Microwave,1100,0.32,0.352,0.049
2025-09-14,07:00,Electric Oven,2200,0.44,0.968,0.136
2025-09-14,20:00,Electric Oven,2200,0.3,0.66,0.092
2025-09-14,13:00,Electric Oven,2200,0.33,0.726,0.102
2025-09-14,10:00,Computer,200,3.86,0.772,0.108
2025-09-14,14:00,Laptop,65,4.52,0.294,0.041
2025-09-14,13:00,Kitchen Appliances,800,1.02,0.816,0.114
2025-09-14,00:00,Other Appliances,100,2.18,0.218,0.031
2025-09-15,20:00,Air Conditioner,1500,2.86,4.29,0.601
2025-09-15,21:00,Electric Fan,75,4.67,0.35,0.049
2025-09-15,06:00,Water Heater,2000,0.36,0.72,0.101
2025-09-15,06:00,Refrigerator,150,21.87,3.28,0.459
2025-09-15,21:00,Television,120,3.86,0.463,0.065
2025-09-15,21:00,Lights,60,4.6,0.276,0.039
2025-09-15,11:00,Washing Machine,500,0.91,0.455,0.064
2025-09-15,06:00,Water Pump,750,0.43,0.323,0.045
2025-09-15,07:00,Microwave,1100,0.32,0.352,0.049
2025-09-15,07:00,Microwave,1100,0.25,0.275,0.039
2025-09-15,20:00,Microwave,1100,0.22,0.242,0.034
2025-09-15,20:00,Electric Oven,2200,0.29,0.638,0.089
2025-09-15,09:00,Computer,200,2.9,0.58,0.081
2025-09-15,15:00,Laptop,65,4.44,0.289,0.04
2025-09-15,17:00,Iron,1100,0.3,0.33,0.046
2025-09-15,13:00,Kitchen Appliances,800,0.72,0.576,0.081
2025-09-15,20:00,Kitchen Appliances,800,1.26,1.008,0.141
2025-09-15,12:00,Other Appliances,100,2.15,0.215,0.03
2025-09-16,15:00,Air Conditioner,1500,3.72,5.58,0.781
2025-09-16,21:00,Electric Fan,75,4.81,0.361,0.051
2025-09-16,06:00,Water Heater,2000,0.33,0.66,0.092
2025-09-16,18:00,Refrigerator,150,22.85,3.428,0.48
2025-09-16,21:00,Television,120,3.88,0.466,0.065
2025-09-16,06:00,Lights,60,5.64,0.338,0.047
2025-09-16,08:00,Water Pump,750,0.57,0.427,0.06
2025-09-16,20:00,Microwave,1100,0.24,0.264,0.037
2025-09-16,13:00,Microwave,1100,0.29,0.319,0.045
2025-09-16,19:00,Microwave,1100,0.2,0.22,0.031
2025-09-16,07:00,Electric Oven,2200,0.31,0.682,0.095
2025-09-16,21:00,Computer,200,2.8,0.56,0.078
2025-09-16,09:00,Laptop,65,4.54,0.295,0.041
2025-09-16,13:00,Kitchen Appliances,800,0.72,0.576,0.081
2025-09-16,13:00,Kitchen Appliances,800,0.92,0.736,0.103
2025-09-16,20:00,Kitchen Appliances,800,1.17,0.936,0.131
2025-09-16,12:00,Other Appliances,100,1.71,0.171,0.024
2025-09-17,15:00,Air Conditioner,1500,3.37,5.055,0.708
2025-09-17,14:00,Electric Fan,75,4.84,0.363,0.051
2025-09-17,06:00,Water Heater,2000,0.35,0.7,0.098
2025-09-17,18:00,Refrigerator,150,23.57,3.535,0.495
2025-09-17,20:00,Television,120,3.01,0.361,0.051
2025-09-17,21:00,Lights,60,4.97,0.298,0.042
2025-09-17,16:00,Washing Machine,500,0.95,0.475,0.067
2025-09-17,08:00,Water Pump,750,0.56,0.42,0.059
2025-09-17,13:00,Microwave,1100,0.24,0.264,0.037
2025-09-17,19:00,Electric Oven,2200,0.34,0.748,0.105
2025-09-17,08:00,Electric Oven,2200,0.31,0.682,0.095
2025-09-17,20:00,Computer,200,2.68,0.536,0.075
2025-09-17,10:00,Laptop,65,4.19,0.272,0.038
2025-09-17,17:00,Iron,1100,0.34,0.374,0.052
2025-09-17,08:00,Kitchen Appliances,800,1.03,0.824,0.115
2025-09-17,12:00,Other Appliances,100,1.74,0.174,0.024
2025-09-18,13:00,Air Conditioner,1500,3.77,5.655,0.792
2025-09-18,15:00,Electric Fan,75,4.64,0.348,0.049
2025-09-18,06:00,Water Heater,2000,0.36,0.72,0.101
2025-09-18,12:00,Refrigerator,150,24.0,3.6,0.504
2025-09-18,21:00,Television,120,3.09,0.371,0.052
2025-09-18,21:00,Lights,60,4.92,0.295,0.041
2025-09-18,17:00,Washing Machine,500,0.81,0.405,0.057
2025-09-18,07:00,Water Pump,750,0.44,0.33,0.046
2025-09-18,20:00,Microwave,1100,0.18,0.198,0.028
2025-09-18,13:00,Electric Oven,2200,0.51,1.122,0.157
2025-09-18,13:00,Electric Oven,2200,0.39,0.858,
2025-09-18,10:00,Computer,200,3.11,0.622,0.087
2025-09-18,14:00,Laptop,65,3.84,0.25,0.035
2025-09-18,20:00,Kitchen Appliances,800,1.18,0.944,0.132
2025-09-18,12:00,Other Appliances,100,2.13,0.213,0.03
2025-09-19,20:00,Air Conditioner,1500,3.74,5.61,0.785
2025-09-19,13:00,Electric Fan,75,4.84,0.363,0.051
2025-09-19,07:00,Water Heater,2000,0.38,0.76,0.106
2025-09-19,00:00,Refrigerator,150,23.14,3.471,0.486
2025-09-19,19:00,Television,120,3.98,0.478,0.067
2025-09-19,21:00,Lights,60,5.1,0.306,0.043
2025-09-19,06:00,Water Pump,750,0.51,0.383,0.054
2025-09-19,20:00,,1100,0.27,0.297,0.042
2025-09-19,20:00,Electric Oven,2200,0.34,0.748,0.105
2025-09-19,08:00,Electric Oven,2200,0.35,0.77,0.108
2025-09-19,14:00,Computer,200,2.85,0.57,0.08
2025-09-19,14:00,Laptop,65,3.68,0.239,0.033
2025-09-19,17:00,Iron,1100,0.28,0.308,0.043
2025-09-19,07:00,Kitchen Appliances,800,1.04,0.832,0.116
2025-09-19,19:00,Kitchen Appliances,800,1.25,1.0,0.14
2025-09-19,18:00,Other Appliances,100,2.06,0.206,0.029
2025-09-20,14:00,Air Conditioner,1500,4.12,6.18,0.865
2025-09-20,14:00,Electric Fan,75,5.17,0.388,0.054
2025-09-20,07:00,Water Heater,2000,0.47,0.94,0.132
2025-09-20,18:00,Refrigerator,150,24.0,3.6,0.504
2025-09-20,21:00,Television,120,4.24,0.509,0.071
2025-09-20,19:00,Lights,60,5.13,0.308,0.043
2025-09-20,17:00,Washing Machine,500,0.64,0.32,0.045
2025-09-20,06:00,Water Pump,750,0.56,0.42,0.059
2025-09-20,19:00,Microwave,1100,0.31,0.341,0.048
2025-09-20,20:00,Electric Oven,2200,0.38,0.836,0.117
2025-09-20,15:00,Computer,200,3.67,0.734,0.103
2025-09-20,10:00,Laptop,65,4.94,0.321,0.045
2025-09-20,08:00,Kitchen Appliances,800,1.29,1.032,0.144
2025-09-20,18:00,Other Appliances,100,2.31,0.231,0.032
2025-09-21,15:00,Air Conditioner,1500,4.26,6.39,0.895
2025-09-21,22:00,Electric Fan,75,4.49,0.337,0.047
2025-09-21,19:00,Water Heater,2000,0.42,0.84,0.118
2025-09-21,12:00,Refrigerator,150,24.0,3.6,0.504
2025-09-21,21:00,Television,120,4.14,0.497,0.07
2025-09-21,06:00,Lights,60,5.07,0.304,0.043
2025-09-21,07:00,Water Pump,750,0.65,0.487,0.068
2025-09-21,19:00,Microwave,1100,0.22,0.242,0.034
2025-09-21,08:00,Microwave,1100,0.28,0.308,0.043
2025-09-21,20:00,Microwave,1100,0.28,0.308,0.043
2025-09-21,07:00,Electric Oven,2200,0.32,0.704,0.099
2025-09-21,14:00,Computer,200,3.55,0.71,0.099
2025-09-21,15:00,Laptop,65,4.84,0.315,0.044
2025-09-21,07:00,Kitchen Appliances,800,1.27,1.016,0.142
2025-09-21,19:00,Kitchen Appliances,800,0.84,0.672,0.094
2025-09-21,18:00,Other Appliances,100,2.19,0.219,0.031
2025-09-22,20:00,Air Conditioner,1500,3.09,4.635,0.649
2025-09-22,14:00,Electric Fan,75,4.16,0.312,0.044
2025-09-22,06:00,Water Heater,2000,0.41,0.82,0.115
2025-09-22,06:00,Refrigerator,150,24.0,3.6,0.504
2025-09-22,20:00,Television,120,3.43,0.412,0.058
2025-09-22,21:00,Lights,60,5.11,0.307,0.043
2025-09-22,16:00,Washing Machine,500,0.66,0.33,0.046
2025-09-22,07:00,Water Pump,750,0.47,0.352,0.049
2025-09-22,13:00,Microwave,1100,0.22,0.242,0.034
2025-09-22,13:00,Electric Oven,2200,0.5,1.1,0.154
2025-09-22,10:00,Computer,200,2.68,0.536,0.075
2025-09-22,20:00,Laptop,65,4.06,0.264,0.037
2025-09-22,11:00,Iron,1100,0.38,0.418,0.059
2025-09-22,13:00,Kitchen Appliances,800,0.92,0.736,0.103
2025-09-22,18:00,Other Appliances,100,2.27,0.227,0.032
2025-09-23,21:00,Air Conditioner,1500,3.53,5.295,0.741
2025-09-23,20:00,Electric Fan,75,3.91,0.293,0.041
2025-09-23,06:00,Water Heater,2000,0.34,0.68,0.095
2025-09-23,00:00,Refrigerator,150,24.0,3.6,0.504
2025-09-23,20:00,Television,120,3.44,0.413,0.058
2025-09-23,06:00,Lights,60,4.99,0.299,0.042
2025-09-23,06:00,Water Pump,750,0.53,0.398,0.056
2025-09-23,08:00,Microwave,1100,0.29,0.319,0.045
2025-09-23,13:00,Electric Oven,2200,0.32,0.704,0.099
2025-09-23,20:00,Electric Oven,2200,0.35,0.77,0.108
2025-09-23,09:00,Computer,200,3.15,0.63,0.088
2025-09-23,14:00,Laptop,65,4.25,0.276,0.039
2025-09-23,16:00,Iron,1100,0.26,0.286,0.04
2025-09-23,07:00,Kitchen Appliances,800,1.27,1.016,0.142
2025-09-23,18:00,Other Appliances,100,1.85,0.185,0.026
2025-09-24,14:00,Air Conditioner,1500,3.67,5.505,0.771
2025-09-24,15:00,Electric Fan,75,4.63,0.347,0.049
2025-09-24,20:00,Water Heater,2000,0.36,0.72,0.101
2025-09-24,18:00,Refrigerator,150,24.0,3.6,0.504
2025-09-24,19:00,Television,120,3.27,0.392,0.055
2025-09-24,06:00,Lights,60,5.2,0.312,0.044
2025-09-24,06:00,Water Pump,750,0.54,0.405,0.057
2025-09-24,08:00,Microwave,1100,0.26,0.286,0.04
2025-09-24,07:00,Microwave,1100,0.28,0.308,0.043
2025-09-24,13:00,Microwave,1100,0.24,0.264,0.037
2025-09-24,19:00,Electric Oven,2200,0.43,0.946,0.132
2025-09-24,10:00,Computer,200,3.03,0.606,0.085
2025-09-24,10:00,Laptop,65,4.45,0.289,0.04
2025-09-24,20:00,Kitchen Appliances,800,1.06,0.848,0.119
2025-09-24,07:00,Kitchen Appliances,800,0.99,0.792,0.111
2025-09-24,13:00,Kitchen Appliances,800,0.83,0.664,0.093
2025-09-24,18:00,Other Appliances,100,1.95,0.195,0.027
2025-09-25,22:00,Air Conditioner,1500,3.13,4.695,0.657
2025-09-25,14:00,Electric Fan,75,4.3,0.323,0.045
2025-09-25,19:00,Water Heater,2000,0.36,0.72,0.101
2025-09-25,12:00,Refrigerator,150,24.0,3.6,0.504
2025-09-25,21:00,Television,120,3.71,0.445,0.062
2025-09-25,20:00,Lights,60,4.44,0.266,0.037
2025-09-25,08:00,Water Pump,750,0.52,0.39,0.055
2025-09-25,08:00,Microwave,1100,0.22,0.242,0.034
2025-09-25,19:00,Microwave,1100,0.31,0.341,0.048
2025-09-25,13:00,Electric Oven,2200,0.34,0.748,0.105
2025-09-25,19:00,Electric Oven,2200,0.38,0.836,0.117
2025-09-25,14:00,Computer,200,2.93,0.586,0.082
2025-09-25,14:00,Laptop,65,4.49,0.292,0.041
2025-09-25,10:00,Iron,1100,0.34,0.374,0.052
2025-09-25,08:00,Kitchen Appliances,800,0.83,0.664,0.093
2025-09-25,07:00,Kitchen Appliances,800,1.02,0.816,0.114
2025-09-25,20:00,Kitchen Appliances,800,1.27,1.016,0.142
2025-09-25,06:00,Other Appliances,100,2.07,0.207,0.029
2025-09-26,13:00,Air Conditioner,1500,3.4,5.1,0.714
2025-09-26,13:00,Electric Fan,75,4.99,0.374,0.052
2025-09-26,06:00,Water Heater,2000,0.39,0.78,0.109
2025-09-26,12:00,Refrigerator,150,24.0,3.6,0.504
2025-09-26,21:00,Television,120,3.93,0.472,0.066
2025-09-26,06:00,Lights,60,4.35,0.261,0.037
2025-09-26,11:00,Washing Machine,500,0.67,0.335,0.047
2025-09-26,07:00,Water Pump,750,0.55,0.413,0.058
2025-09-26,08:00,Microwave,1100,0.22,0.242,0.034
2025-09-26,20:00,Electric Oven,2200,0.38,0.836,0.117
2025-09-26,07:00,Electric Oven,2200,0.46,1.012,0.142
2025-09-26,09:00,Computer,200,2.58,0.516,0.072
2025-09-26,20:00,Laptop,65,4.31,0.28,0.039
2025-09-26,07:00,Kitchen Appliances,800,0.87,0.696,0.097
2025-09-26,06:00,Other Appliances,100,1.84,0.184,0.026
2025-09-27,22:00,Air Conditioner,1500,3.26,4.89,0.685
2025-09-27,20:00,Electric Fan,75,4.49,0.337,0.047
2025-09-27,07:00,Water Heater,2000,0.43,0.86,0.12
2025-09-27,12:00,Refrigerator,150,24.0,3.6,0.504
2025-09-27,19:00,Television,120,4.46,0.535,0.075
2025-09-27,20:00,Lights,60,5.01,0.301,0.042
2025-09-27,06:00,Water Pump,750,0.58,0.435,0.061
2025-09-27,20:00,Microwave,1100,0.2,0.22,0.031
2025-09-27,13:00,Microwave,1100,0.3,0.33,0.046
2025-09-27,07:00,Microwave,1100,0.24,0.264,0.037
2025-09-27,13:00,Electric Oven,2200,0.33,0.726,0.102
2025-09-27,20:00,Electric Oven,2200,0.51,1.122,0.157
2025-09-27,13:00,Electric Oven,2200,0.39,0.858,0.12
2025-09-27,10:00,Computer,200,3.38,0.676,0.095
2025-09-27,20:00,Laptop,65,5.24,0.341,0.048
2025-09-27,11:00,Iron,1100,0.35,0.385,0.054
2025-09-27,13:00,Kitchen Appliances,800,1.14,0.912,0.128
2025-09-27,07:00,Kitchen Appliances,800,1.16,0.928,0.13
2025-09-27,20:00,Kitchen Appliances,800,0.97,0.776,0.109
2025-09-27,18:00,Other Appliances,100,2.63,0.263,0.037
2025-09-28,20:00,Air Conditioner,1500,4.1,6.15,0.861
