Date,Time,Appliance,Power_Watts,Duration_Hours,Energy_kWh,Cost
2025-11-05,08:00,Kitchen Appliances,800,0.74,0.592,0.083
2025-11-05,19:00,Kitchen Appliances,800,0.71,0.568,0.08
2025-11-05,00:00,Other Appliances,100,2.04,0.204,0.029
2025-11-06,20:00,Air Conditioner,1500,1.34,2.01,0.281
2025-11-06,14:00,Electric Fan,75,1.78,0.134,0.019
2025-11-06,19:00,Water Heater,2000,1.04,2.08,0.291
2025-11-06,12:00,Refrigerator,150,20.87,3.131,0.438
2025-11-06,21:00,Television,120,3.57,0.428,0.06
2025-11-06,21:00,Lights,60,4.29,0.257,0.036
2025-11-06,07:00,Water Pump,750,0.57,0.427,0.06
2025-11-06,13:00,Microwave,1100,0.22,0.242,0.034
2025-11-06,20:00,Microwave,1100,0.22,0.242,0.034
2025-11-06,20:00,Microwave,1100,0.29,0.319,0.045
2025-11-06,20:00,Electric Oven,2200,0.46,1.012,0.142
2025-11-06,09:00,Computer,200,2.83,0.566,0.079
2025-11-06,09:00,Laptop,65,4.57,0.297,0.042
2025-11-06,20:00,Kitchen Appliances,800,1.07,0.856,0.12
2025-11-06,06:00,Other Appliances,100,1.95,0.195,0.027
2025-11-07,14:00,Air Conditioner,1500,1.28,1.92,0.269
2025-11-07,14:00,Electric Fan,75,1.83,0.137,0.019
2025-11-07,06:00,Water Heater,2000,1.32,2.64,0.37
2025-11-07,18:00,Refrigerator,150,24.0,3.6,0.504
2025-11-07,20:00,Television,120,3.74,0.449,0.063
2025-11-07,20:00,Lights,60,4.38,0.263,0.037
2025-11-07,07:00,Water Pump,750,0.48,0.36,0.05
2025-11-07,13:00,Microwave,1100,0.2,0.22,0.031
2025-11-07,13:00,Microwave,1100,0.2,0.22,0.031
2025-11-07,19:00,Microwave,1100,0.23,0.253,0.035
2025-11-07,13:00,Electric Oven,2200,0.3,0.66,0.092
2025-11-07,08:00,Electric Oven,2200,0.38,0.836,0.117
2025-11-07,07:00,Electric Oven,2200,0.36,0.792,0.111
2025-11-07,09:00,Computer,200,2.86,0.572,0.08
2025-11-07,09:00,Laptop,65,4.03,0.262,0.037
2025-11-07,16:00,Iron,1100,0.32,0.352,0.049
2025-11-07,20:00,Kitchen Appliances,800,1.28,1.024,0.143
2025-11-07,12:00,Other Appliances,100,1.71,0.171,0.024
2025-11-08,13:00,Air Conditioner,1500,1.33,1.995,0.279
2025-11-08,21:00,Electric Fan,75,2.01,0.151,0.021
2025-11-08,06:00,Water Heater,2000,1.41,2.82,0.395
2025-11-08,06:00,Refrigerator,150,24.0,3.6,0.504
2025-11-08,20:00,Television,120,4.19,0.503,0.07
2025-11-08,07:00,Lights,60,5.2,0.312,0.044
2025-11-08,11:00,Washing Machine,500,0.86,0.43,0.06
2025-11-08,08:00,Water Pump,750,0.59,0.443,0.062
2025-11-08,08:00,Microwave,1100,0.28,0.308,0.043
2025-11-08,19:00,Microwave,1100,0.25,0.275,0.039
2025-11-08,07:00,Microwave,1100,0.18,0.198,0.028
2025-11-08,13:00,Electric Oven,2200,0.47,1.034,0.145
2025-11-08,09:00,Computer,200,3.9,0.78,0.109
2025-11-08,10:00,Laptop,65,4.39,0.285,0.04
2025-11-08,11:00,Iron,1100,0.25,0.275,0.039
2025-11-08,20:00,Kitchen Appliances,800,1.26,1.008,0.141
2025-11-08,19:00,Kitchen Appliances,800,1.2,0.96,0.134
2025-11-08,00:00,Other Appliances,100,2.61,0.261,0.037
2025-11-09,15:00,Air Conditioner,1500,1.31,1.965,0.275
2025-11-09,20:00,Electric Fan,75,1.64,0.123,0.017
2025-11-09,20:00,Water Heater,2000,1.25,2.5,0.35
2025-11-09,00:00,Refrigerator,150,23.8,3.57,0.5
2025-11-09,20:00,Television,120,4.53,0.544,0.076
2025-11-09,21:00,Lights,60,6.29,0.377,0.053
2025-11-09,07:00,Water Pump,750,0.6,0.45,0.063
2025-11-09,08:00,Microwave,1100,0.29,0.319,0.045
2025-11-09,08:00,Microwave,1100,0.22,0.242,0.034
2025-11-09,08:00,Microwave,1100,0.24,0.264,0.037
2025-11-09,19:00,Electric Oven,2200,0.38,0.836,0.117
2025-11-09,07:00,Electric Oven,2200,0.3,0.66,0.092
2025-11-09,13:00,Electric Oven,2200,0.4,0.88,0.123
2025-11-09,20:00,Computer,200,3.51,0.702,0.098
2025-11-09,15:00,Laptop,65,4.45,0.289,0.04
2025-11-09,07:00,Kitchen Appliances,800,1.02,0.816,0.114
2025-11-09,00:00,Other Appliances,100,2.08,0.208,0.029
2025-11-10,21:00,Air Conditioner,1500,1.13,1.695,0.237
2025-11-10,21:00,Electric Fan,75,1.72,0.129,0.018
2025-11-10,19:00,Water Heater,2000,1.22,2.44,0.342
2025-11-10,00:00,Refrigerator,150,24.0,3.6,0.504
2025-11-10,20:00,Television,120,3.02,0.362,0.051
2025-11-10,19:00,Lights,60,4.83,0.29,0.041
2025-11-10,17:00,Washing Machine,500,0.91,0.455,0.064
2025-11-10,08:00,Water Pump,750,0.54,0.405,0.057
2025-11-10,07:00,Microwave,1100,0.28,0.308,0.043
2025-11-10,07:00,Microwave,1100,0.31,0.341,0.048
2025-11-10,13:00,Electric Oven,2200,0.49,1.078,0.151
2025-11-10,10:00,Computer,200,2.62,0.524,0.073
2025-11-10,20:00,Laptop,65,3.99,0.259,0.036
2025-11-10,11:00,Iron,1100,0.38,0.418,0.059
2025-11-10,07:00,Kitchen Appliances,800,1.25,1.0,0.14
2025-11-10,12:00,Other Appliances,100,2.24,0.224,0.031
2025-11-11,20:00,Air Conditioner,1500,1.37,2.055,0.288
2025-11-11,15:00,Electric Fan,75,1.76,0.132,0.018
2025-11-11,20:00,Water Heater,2000,1.35,2.7,0.378
2025-11-11,06:00,Refrigerator,150,20.72,3.108,0.435
2025-11-11,21:00,Television,120,3.6,0.432,0.06
2025-11-11,20:00,Lights,60,5.25,0.315,0.044
2025-11-11,07:00,Water Pump,750,0.56,0.42,0.059
2025-11-11,07:00,Microwave,1100,0.24,0.264,0.037
2025-11-11,19:00,Microwave,1100,0.24,0.264,0.037
2025-11-11,19:00,Electric Oven,2200,0.48,1.056,0.148
2025-11-11,09:00,Computer,200,2.78,0.556,0.078
2025-11-11,15:00,Laptop,65,4.15,0.27,0.038
2025-11-11,07:00,Kitchen Appliances,800,0.74,0.592,0.083
2025-11-11,18:00,Other Appliances,100,1.77,0.177,0.025
2025-11-12,21:00,Air Conditioner,1500,1.04,1.56,0.218
2025-11-12,22:00,Electric Fan,75,1.52,0.114,0.016
2025-11-12,20:00,Water Heater,2000,1.11,2.22,0.311
2025-11-12,12:00,Refrigerator,150,22.45,3.368,0.472
2025-11-12,21:00,Television,120,3.27,0.392,0.055
2025-11-12,06:00,Lights,60,4.64,0.278,0.039
2025-11-12,06:00,Water Pump,750,0.46,0.345,0.048
2025-11-12,20:00,Microwave,1100,0.21,0.231,0.032
2025-11-12,19:00,Microwave,1100,0.32,0.352,0.049
2025-11-12,07:00,Microwave,1100,0.25,0.275,0.039
2025-11-12,07:00,Electric Oven,2200,0.32,0.704,0.099
2025-11-12,20:00,Electric Oven,2200,0.34,0.748,0.105
2025-11-12,08:00,Electric Oven,2200,0.37,0.814,0.114
2025-11-12,09:00,Computer,200,2.95,0.59,0.083
2025-11-12,20:00,Laptop,65,4.2,0.273,0.038
2025-11-12,16:00,Iron,1100,0.27,0.297,0.042
2025-11-12,13:00,Kitchen Appliances,800,1.27,1.016,0.142
2025-11-12,12:00,Other Appliances,100,2.22,0.222,0.031
2025-11-13,15:00,Air Conditioner,1500,1.35,2.025,0.284
2025-11-13,22:00,Electric Fan,75,1.58,0.118,0.017
2025-11-13,20:00,Water Heater,2000,1.04,2.08,0.291
2025-11-13,12:00,Refrigerator,150,21.5,3.225,0.452
2025-11-13,19:00,Television,120,3.51,0.421,0.059
2025-11-13,07:00,Lights,60,4.53,0.272,0.038
2025-11-13,07:00,Water Pump,750,0.43,0.323,0.045
2025-11-13,13:00,Microwave,1100,0.27,0.297,0.042
2025-11-13,13:00,Electric Oven,2200,0.41,0.902,0.126
2025-11-13,21:00,Computer,200,2.6,0.52,0.073
2025-11-13,20:00,Laptop,65,3.48,0.226,0.032
2025-11-13,08:00,Kitchen Appliances,800,0.92,0.736,0.103
2025-11-13,08:00,Kitchen Appliances,800,1.24,0.992,0.139
2025-11-13,00:00,Other Appliances,100,1.7,0.17,0.024
2025-11-14,20:00,Air Conditioner,1500,1.22,1.83,0.256
2025-11-14,13:00,Electric Fan,75,1.73,0.13,0.018
2025-11-14,06:00,Water Heater,2000,1.33,2.66,0.372
2025-11-14,00:00,Refrigerator,150,24.0,3.6,0.504
2025-11-14,20:00,Television,120,3.0,0.36,0.05
2025-11-14,20:00,Lights,60,5.66,0.34,0.048
2025-11-14,08:00,Water Pump,750,0.49,0.367,0.051
2025-11-14,13:00,Microwave,1100,0.27,0.297,0.042
2025-11-14,19:00,Microwave,1100,0.32,0.352,0.049
2025-11-14,08:00,Microwave,1100,0.25,0.275,0.039
2025-11-14,13:00,Electric Oven,2200,0.33,0.726,0.102
2025-11-14,08:00,Electric Oven,2200,0.43,0.946,0.132
2025-11-14,15:00,Computer,200,3.42,0.684,0.096
2025-11-14,10:00,Laptop,65,4.6,0.299,0.042
2025-11-14,11:00,Iron,1100,0.36,0.396,0.055
2025-11-14,20:00,Kitchen Appliances,800,1.13,0.904,0.127
2025-11-14,19:00,Kitchen Appliances,800,1.21,0.968,0.136
2025-11-14,13:00,Kitchen Appliances,800,0.78,0.624,0.087
2025-11-14,18:00,Other Appliances,100,1.82,0.182,0.025
2025-11-15,20:00,Air Conditioner,1500,1.35,2.025,0.284
2025-11-15,20:00,Electric Fan,75,1.82,0.137,0.019
2025-11-15,20:00,Water Heater,2000,1.36,2.72,0.381
2025-11-15,12:00,Refrigerator,150,24.0,3.6,0.504
2025-11-15,20:00,Television,120,3.81,0.457,0.064
2025-11-15,21:00,Lights,60,5.12,0.307,0.043
2025-11-15,11:00,Washing Machine,500,0.67,0.335,0.047
2025-11-15,08:00,Water Pump,750,0.65,0.487,0.068
2025-11-15,20:00,Microwave,1100,0.31,0.341,0.048
2025-11-15,19:00,Microwave,1100,0.3,0.33,0.046
2025-11-15,08:00,Electric Oven,2200,0.33,0.726,0.102
2025-11-15,20:00,Electric Oven,2200,0.39,0.858,0.12
2025-11-15,14:00,Computer,200,3.61,0.722,0.101
2025-11-15,20:00,Laptop,65,5.16,0.335,0.047
2025-11-15,11:00,Iron,1100,0.29,0.319,0.045
2025-11-15,19:00,Kitchen Appliances,800,0.81,0.648,0.091
2025-11-15,08:00,Kitchen Appliances,800,0.71,0.568,0.08
2025-11-15,08:00,Kitchen Appliances,800,0.93,0.744,0.104
2025-11-15,06:00,Other Appliances,100,2.14,0.214,0.03
2025-11-16,21:00,Air Conditioner,1500,1.44,2.16,0.302
2025-11-16,14:00,Electric Fan,75,2.0,0.15,0.021
2025-11-16,19:00,Water Heater,2000,1.24,2.48,0.347
2025-11-16,06:00,Refrigerator,150,24.0,3.6,0.504
2025-11-16,20:00,Television,120,4.34,0.521,0.073
2025-11-16,21:00,Lights,60,5.43,0.326,0.046
2025-11-16,06:00,Water Pump,750,0.49,-0.367,0.051
2025-11-16,07:00,Microwave,1100,0.18,0.198,0.028
2025-11-16,13:00,Electric Oven,2200,0.36,0.792,0.111
2025-11-16,10:00,Computer,200,3.14,0.628,0.088
2025-11-16,14:00,Laptop,65,5.23,0.34,0.048
2025-11-16,08:00,Kitchen Appliances,800,0.99,0.792,0.111
2025-11-16,07:00,Kitchen Appliances,800,0.87,0.696,0.097
2025-11-16,08:00,Kitchen Appliances,800,1.18,0.944,0.132
2025-11-16,06:00,Other Appliances,100,2.58,0.258,0.036
2025-11-17,13:00,Air Conditioner,1500,1.08,1.62,0.227
2025-11-17,21:00,Electric Fan,75,1.62,0.122,0.017
2025-11-17,20:00,Water Heater,2000,1.17,2.34,0.328
2025-11-17,12:00,Refrigerator,150,24.0,3.6,0.504
2025-11-17,19:00,Television,120,3.7,0.444,0.062
2025-11-17,07:00,Lights,60,5.71,0.343,0.048
2025-11-17,17:00,Washing Machine,500,0.61,0.305,0.043
2025-11-17,07:00,Water Pump,750,0.5,0.375,0.053
2025-11-17,13:00,Microwave,1100,0.26,0.286,0.04
2025-11-17,07:00,Electric Oven,2200,0.39,0.858,0.12
2025-11-17,21:00,Computer,200,3.42,0.684,0.096
2025-11-17,14:00,Laptop,65,4.08,0.265,0.037
2025-11-17,19:00,Kitchen Appliances,800,1.07,0.856,0.12
2025-11-17,00:00,Other Appliances,100,2.25,0.225,0.032
2025-11-18,22:00,Air Conditioner,1500,1.38,2.07,0.29
2025-11-18,22:00,Electric Fan,75,1.45,0.109,0.015
2025-11-18,06:00,Water Heater,2000,1.14,2.28,0.319
2025-11-18,18:00,Refrigerator,150,22.95,3.442,0.482
2025-11-18,21:00,Television,120,2.99,0.359,0.05
2025-11-18,07:00,Lights,60,4.88,0.293,0.041
2025-11-18,10:00,Washing Machine,500,0.79,0.395,0.055
2025-11-18,06:00,Water Pump,750,0.5,0.375,0.053
2025-11-18,13:00,Microwave,1100,0.28,0.308,0.043
2025-11-18,13:00,Electric Oven,2200,0.36,0.792,0.111
2025-11-18,19:00,Electric Oven,2200,0.46,1.012,0.142
2025-11-18,13:00,Electric Oven,2200,0.44,0.968,0.136
2025-11-18,10:00,Computer,200,3.05,0.61,0.085
2025-11-18,20:00,Laptop,65,4.45,0.289,0.04
2025-11-18,19:00,Kitchen Appliances,800,1.24,0.992,0.139
2025-11-18,12:00,Other Appliances,100,1.93,0.193,0.027
2025-11-19,15:00,Air Conditioner,1500,1.27,1.905,0.267
2025-11-19,21:00,Electric Fan,75,1.54,0.116,0.016
2025-11-19,20:00,Water Heater,2000,1.33,2.66,0.372
2025-11-19,12:00,Refrigerator,150,23.33,3.499,0.49
2025-11-19,20:00,Television,120,3.11,0.373,0.052
2025-11-19,21:00,Lights,60,5.33,0.32,0.045
2025-11-19,17:00,Washing Machine,500,0.63,0.315,0.044
2025-11-19,06:00,Water Pump,750,0.56,0.42,0.059
2025-11-19,07:00,Microwave,1100,0.3,0.33,0.046
2025-11-19,08:00,Microwave,1100,0.18,0.198,0.028
2025-11-19,08:00,Electric Oven,2200,0.34,0.748,0.105
2025-11-19,10:00,Computer,200,2.89,0.578,0.081
2025-11-19,10:00,Laptop,65,4.09,0.266,0.037
2025-11-19,13:00,Kitchen Appliances,800,1.14,0.912,0.128
2025-11-19,00:00,Other Appliances,100,2.22,0.222,0.031
2025-11-20,22:00,Air Conditioner,1500,1.08,1.62,0.227
2025-11-20,20:00,Electric Fan,75,1.82,0.137,0.019
2025-11-20,19:00,Water Heater,2000,1.25,2.5,0.35
2025-11-20,00:00,Refrigerator,150,24.0,3.6,0.504
2025-11-20,19:00,Television,120,3.62,0.434,0.061
2025-11-20,07:00,Lights,60,5.31,0.319,0.045
2025-11-20,08:00,Water Pump,750,0.45,0.338,0.047
2025-11-20,08:00,Microwave,1100,0.24,0.264,0.037
2025-11-20,20:00,Electric Oven,2200,0.37,0.814,0.114
2025-11-20,10:00,Computer,200,2.72,0.544,0.076
2025-11-20,15:00,Laptop,65,4.25,0.276,0.039
2025-11-20,10:00,Iron,1100,0.28,0.308,0.043
2025-11-20,08:00,Kitchen Appliances,800,0.75,0.6,0.084
2025-11-20,06:00,Other Appliances,100,1.86,0.186,0.026
2025-11-21,22:00,Air Conditioner,1500,1.27,1.905,0.267
2025-11-21,14:00,Electric Fan,75,1.73,0.13,0.018
2025-11-21,19:00,Water Heater,2000,1.09,2.18,0.305
2025-11-21,06:00,Refrigerator,150,24.0,3.6,0.504
2025-11-21,21:00,Television,120,3.15,0.378,0.053
2025-11-21,19:00,Lights,60,5.5,0.33,0.046
2025-11-21,07:00,Water Pump,750,0.47,0.352,0.049
2025-11-21,20:00,Microwave,1100,0.29,0.319,0.045
2025-11-21,13:00,Microwave,1100,0.18,0.198,0.028
2025-11-21,07:00,Electric Oven,2200,0.3,0.66,0.092
2025-11-21,21:00,Computer,200,2.99,0.598,0.084
2025-11-21,15:00,Laptop,65,3.47,0.226,0.032
2025-11-21,07:00,Kitchen Appliances,800,1.29,1.032,0.144
2025-11-21,12:00,Other Appliances,100,1.89,0.189,0.026
2025-11-22,21:00,Air Conditioner,1500,1.46,2.19,0.307
2025-11-22,13:00,Electric Fan,75,1.94,0.145,0.02
2025-11-22,19:00,Water Heater,2000,1.41,2.82,0.395
2025-11-22,18:00,Refrigerator,150,24.0,3.6,0.504
2025-11-22,20:00,Television,120,3.87,0.464,0.065
2025-11-22,19:00,Lights,60,6.2,0.372,0.052
2025-11-22,06:00,Water Pump,750,0.53,0.398,0.056
2025-11-22,19:00,Microwave,1100,0.24,0.264,0.037
2025-11-22,19:00,Microwave,1100,0.22,0.242,0.034
2025-11-22,08:00,Electric Oven,2200,0.39,0.858,0.12
2025-11-22,19:00,Electric Oven,2200,0.46,1.012,0.142
2025-11-22,07:00,Electric Oven,2200,0.38,-0.836,0.117
2025-11-22,14:00,Computer,200,3.84,0.768,0.108
2025-11-22,21:00,Laptop,65,4.44,0.289,0.04
2025-11-22,08:00,Kitchen Appliances,800,0.79,0.632,0.088
2025-11-22,00:00,Other Appliances,100,2.1,0.21,0.029
2025-11-23,14:00,Air Conditioner,1500,1.33,1.995,0.279
2025-11-23,14:00,Electric Fan,75,1.71,0.128,0.018
2025-11-23,20:00,Water Heater,2000,1.18,2.36,0.33
2025-11-23,12:00,Refrigerator,150,24.0,3.6,0.504
2025-11-23,20:00,Television,120,3.7,0.444,0.062
2025-11-23,20:00,Lights,60,5.93,0.356,0.05
2025-11-23,08:00,Water Pump,750,0.52,0.39,0.055
2025-11-23,13:00,Microwave,1100,0.19,0.209,0.029
2025-11-23,20:00,Electric Oven,2200,0.31,0.682,0.095
2025-11-23,08:00,Electric Oven,2200,0.51,1.122,0.157
2025-11-23,09:00,Computer,200,3.36,0.672,0.094
2025-11-23,21:00,Laptop,65,5.23,0.34,0.048
2025-11-23,20:00,Kitchen Appliances,800,1.07,0.856,0.12
2025-11-23,13:00,Kitchen Appliances,800,0.78,0.624,0.087
2025-11-23,13:00,Kitchen Appliances,800,0.9,0.72,0.101
2025-11-23,06:00,Other Appliances,100,2.51,0.251,0.035
2025-11-24,20:00,Air Conditioner,1500,1.15,1.725,0.242
2025-11-24,20:00,Electric Fan,75,1.39,0.104,0.015
2025-11-24,07:00,Water Heater,2000,1.15,2.3,0.322
2025-11-24,12:00,Refrigerator,150,21.91,3.287,0.46
2025-11-24,20:00,Television,120,3.7,0.444,0.062
2025-11-24,20:00,Lights,60,5.2,0.312,0.044
2025-11-24,07:00,Water Pump,750,0.51,0.383,0.054
2025-11-24,20:00,Microwave,1100,0.32,0.352,0.049
2025-11-24,20:00,Electric Oven,2200,0.45,0.99,0.139
2025-11-24,10:00,Computer,200,2.76,0.552,0.077
2025-11-24,15:00,Laptop,65,3.99,0.259,0.036
2025-11-24,17:00,Iron,1100,0.37,0.407,0.057
2025-11-24,19:00,Kitchen Appliances,800,0.75,0.6,0.084
2025-11-24,13:00,Kitchen Appliances,800,0.98,0.784,0.11
2025-11-24,18:00,Other Appliances,100,1.74,0.174,0.024
2025-11-25,15:00,Air Conditioner,1500,1.3,1.95,0.273
2025-11-25,15:00,Electric Fan,75,1.7,0.128,0.018
2025-11-25,06:00,Water Heater,2000,1.33,2.66,0.372
2025-11-25,06:00,Refrigerator,150,23.81,3.571,0.5
2025-11-25,20:00,Television,120,3.64,0.437,0.061
2025-11-25,21:00,Lights,60,4.78,0.287,0.04
2025-11-25,16:00,Washing Machine,500,0.7,0.35,0.049
2025-11-25,07:00,Water Pump,750,0.5,0.375,0.053
2025-11-25,08:00,Microwave,1100,0.3,0.33,0.046
2025-11-25,07:00,Electric Oven,2200,0.35,0.77,0.108
2025-11-25,10:00,Computer,200,3.21,0.642,0.09
2025-11-25,20:00,Laptop,65,4.03,0.262,0.037
2025-11-25,08:00,Kitchen Appliances,800,0.88,0.704,0.099
2025-11-25,00:00,Other Appliances,100,1.79,0.179,0.025
2025-11-26,22:00,Air Conditioner,1500,1.03,1.545,0.216
2025-11-26,13:00,Electric Fan,75,1.73,0.13,0.018
2025-11-26,07:00,Water Heater,2000,1.15,2.3,0.322
2025-11-26,18:00,Refrigerator,150,23.62,3.543,0.496
2025-11-26,21:00,Television,120,3.56,0.427,0.06
2025-11-26,19:00,Lights,60,4.92,0.295,0.041
2025-11-26,17:00,Washing Machine,500,0.7,0.35,0.049
2025-11-26,08:00,Water Pump,750,0.47,0.352,0.049
2025-11-26,13:00,Microwave,1100,0.19,0.209,0.029
2025-11-26,19:00,Electric Oven,2200,0.31,0.682,0.095
2025-11-26,19:00,Electric Oven,2200,0.41,0.902,0.126
2025-11-26,15:00,Computer,200,3.13,0.626,0.088
2025-11-26,20:00,Laptop,65,3.61,0.235,0.033
2025-11-26,10:00,Iron,1100,0.28,0.308,0.043
2025-11-26,08:00,Kitchen Appliances,800,1.13,0.904,0.127
2025-11-26,00:00,Other Appliances,100,2.0,0.2,0.028
2025-11-27,13:00,Air Conditioner,1500,1.07,1.605,0.225
2025-11-27,22:00,Electric Fan,75,1.61,0.121,0.017
2025-11-27,19:00,Water Heater,2000,1.1,2.2,0.308
2025-11-27,12:00,Refrigerator,150,24.0,3.6,0.504
2025-11-27,20:00,Television,120,3.06,0.367,0.051
2025-11-27,20:00,Lights,60,5.38,0.323,0.045
2025-11-27,17:00,Washing Machine,500,0.76,0.38,0.053
2025-11-27,08:00,Water Pump,750,0.53,0.398,0.056
2025-11-27,07:00,Microwave,1100,0.24,0.264,0.037
2025-11-27,07:00,Electric Oven,2200,0.33,0.726,0.102
2025-11-27,20:00,Electric Oven,2200,0.43,0.946,0.132
2025-11-27,21:00,Computer,200,2.57,0.514,0.072
2025-11-27,10:00,Laptop,65,4.41,0.287,0.04
2025-11-27,11:00,Iron,1100,0.35,0.385,0.054
2025-11-27,13:00,Kitchen Appliances,800,1.0,0.8,0.112
2025-11-27,18:00,Other Appliances,100,1.93,0.193,0.027
2025-11-28,15:00,Air Conditioner,1500,1.03,1.545,0.216
2025-11-28,22:00,Electric Fan,75,1.6,0.12,0.017
2025-11-28,20:00,Water Heater,2000,1.28,2.56,0.358
2025-11-28,00:00,Refrigerator,150,24.0,3.6,0.504
2025-11-28,19:00,Television,120,3.19,0.383,0.054
2025-11-28,21:00,Lights,60,4.56,0.274,0.038
2025-11-28,16:00,Washing Machine,500,0.63,0.315,0.044
2025-11-28,06:00,Water Pump,750,0.5,0.375,0.053
2025-11-28,20:00,Microwave,1100,0.26,0.286,0.04
2025-11-28,08:00,Electric Oven,2200,0.4,0.88,0.123
2025-11-28,20:00,Electric Oven,2200,0.48,1.056,0.148
2025-11-28,10:00,Computer,200,2.78,0.556,0.078
