Date,Time,Appliance,Power_Watts,Duration_Hours,Energy_kWh,Cost
2025-02-03,19:00,Lights,60,5.22,0.313,0.044
2025-02-03,08:00,Water Pump,750,0.55,0.413,0.058
2025-02-03,19:00,Microwave,1100,0.27,0.297,0.042
2025-02-03,08:00,Electric Oven,2200,0.37,0.814,0.114
2025-02-03,14:00,Computer,200,3.41,0.682,0.095
2025-02-03,15:00,Laptop,65,4.54,0.295,0.041
2025-02-03,07:00,Kitchen Appliances,800,1.21,0.968,0.136
2025-02-03,20:00,Kitchen Appliances,800,1.0,0.8,0.112
2025-02-03,00:00,Other Appliances,100,2.2,0.22,0.031
2025-02-04,21:00,Air Conditioner,1500,0.94,1.41,0.197
2025-02-04,20:00,Electric Fan,75,1.07,0.08,0.011
2025-02-04,07:00,Water Heater,2000,1.4,2.8,0.392
2025-02-04,06:00,Refrigerator,150,24.0,3.6,0.504
2025-02-04,19:00,Television,120,3.73,0.448,0.063
2025-02-04,07:00,Lights,60,4.87,0.292,0.041
2025-02-04,07:00,Water Pump,750,0.54,0.405,0.057
2025-02-04,19:00,Microwave,1100,0.22,0.242,0.034
2025-02-04,20:00,Electric Oven,2200,0.37,0.814,0.114
2025-02-04,15:00,Computer,200,3.44,0.688,0.096
2025-02-04,15:00,Laptop,65,4.32,0.281,0.039
2025-02-04,08:00,Kitchen Appliances,800,1.18,0.944,0.132
2025-02-04,00:00,Other Appliances,100,2.22,0.222,0.031
2025-02-05,15:00,Air Conditioner,1500,0.94,1.41,0.197
2025-02-05,13:00,Electric Fan,75,1.22,0.091,0.013
2025-02-05,06:00,Water Heater,2000,1.66,3.32,0.465
2025-02-05,06:00,Refrigerator,150,22.45,3.368,0.472
2025-02-05,21:00,Television,120,3.26,0.391,0.055
2025-02-05,20:00,Lights,60,4.47,0.268,0.038
2025-02-05,07:00,Water Pump,750,0.55,0.413,0.058
2025-02-05,20:00,Microwave,1100,0.18,0.198,0.028
2025-02-05,19:00,Microwave,1100,0.23,0.253,0.035
2025-02-05,13:00,Microwave,1100,0.32,0.352,0.049
2025-02-05,13:00,Electric Oven,2200,0.5,1.1,0.154
2025-02-05,08:00,Electric Oven,2200,0.47,1.034,0.145
2025-02-05,15:00,Computer,200,2.58,0.516,0.072
2025-02-05,10:00,Laptop,65,4.24,0.276,0.039
2025-02-05,08:00,Kitchen Appliances,800,0.71,0.568,0.08
2025-02-05,18:00,Other Appliances,100,2.2,0.22,0.031
2025-02-06,15:00,Air Conditioner,1500,0.8,1.2,0.168
2025-02-06,13:00,Electric Fan,75,1.11,0.083,0.012
2025-02-06,20:00,Water Heater,2000,1.35,2.7,0.378
2025-02-06,18:00,Refrigerator,150,24.0,3.6,0.504
2025-02-06,20:00,Television,120,3.04,0.365,0.051
2025-02-06,06:00,Lights,60,5.15,0.309,0.043
2025-02-06,07:00,Water Pump,750,0.53,0.398,0.056
2025-02-06,19:00,Microwave,1100,0.21,0.231,0.032
2025-02-06,07:00,Microwave,1100,0.2,0.22,0.031
2025-02-06,20:00,Electric Oven,2200,0.3,0.66,0.092
2025-02-06,20:00,Electric Oven,2200,0.41,0.902,0.126
2025-02-06,15:00,Computer,200,3.05,0.61,0.085
2025-02-06,09:00,Laptop,65,4.45,0.289,0.04
2025-02-06,07:00,Kitchen Appliances,800,0.91,0.728,0.102
2025-02-06,00:00,Other Appliances,100,1.91,0.191,0.027
2025-02-07,22:00,Air Conditioner,1500,0.97,1.455,0.204
2025-02-07,14:00,Electric Fan,75,1.29,0.097,0.014
2025-02-07,19:00,Water Heater,2000,1.35,2.7,0.378
2025-02-07,06:00,Refrigerator,150,24.0,3.6,0.504
2025-02-07,21:00,Television,120,3.85,0.462,0.065
2025-02-07,20:00,Lights,60,4.95,0.297,0.042
2025-02-07,07:00,Water Pump,750,0.43,0.323,0.045
2025-02-07,08:00,Microwave,1100,0.18,0.198,0.028
2025-02-07,20:00,Electric Oven,2200,0.5,1.1,0.154
2025-02-07,20:00,Electric Oven,2200,0.38,0.836,0.117
2025-02-07,09:00,Computer,200,2.98,0.596,0.083
2025-02-07,10:00,Laptop,65,4.3,0.28,0.039
2025-02-07,13:00,Kitchen Appliances,800,0.86,0.688,0.096
2025-02-07,19:00,Kitchen Appliances,800,0.96,0.768,0.108
2025-02-07,18:00,Other Appliances,100,2.15,0.215,0.03
2025-02-08,14:00,Air Conditioner,1500,0.99,1.485,0.208
2025-02-08,20:00,Electric Fan,75,1.38,0.103,0.014
2025-02-08,19:00,Water Heater,2000,1.72,3.44,0.482
2025-02-08,18:00,Refrigerator,150,24.0,3.6,0.504
2025-02-08,21:00,Television,120,3.52,0.422,0.059
2025-02-08,07:00,Lights,60,6.6,0.396,0.055
2025-02-08,16:00,Washing Machine,500,0.63,0.315,0.044
2025-02-08,08:00,Water Pump,750,0.54,0.405,0.057
2025-02-08,13:00,Microwave,1100,0.28,0.308,0.043
2025-02-08,19:00,Electric Oven,2200,0.43,0.946,0.132
2025-02-08,07:00,Electric Oven,2200,0.35,0.77,0.108
2025-02-08,21:00,Computer,200,3.01,0.602,0.084
2025-02-08,20:00,Laptop,65,4.47,0.291,0.041
2025-02-08,19:00,Kitchen Appliances,800,1.21,0.968,0.136
2025-02-08,00:00,Other Appliances,100,1.98,0.198,0.028
2025-02-09,22:00,Air Conditioner,1500,0.95,1.425,0.2
2025-02-09,20:00,Electric Fan,75,1.32,0.099,0.014
2025-02-09,06:00,Water Heater,2000,2.04,4.08,0.571
2025-02-09,18:00,Refrigerator,150,24.0,-3.6,0.504
2025-02-09,20:00,Television,120,4.57,0.548,0.077
2025-02-09,06:00,Lights,60,5.65,0.339,0.047
2025-02-09,08:00,Water Pump,750,0.56,0.42,0.059
2025-02-09,08:00,Microwave,1100,0.18,0.198,0.028
2025-02-09,07:00,Electric Oven,2200,0.5,1.1,0.154
2025-02-09,13:00,Electric Oven,2200,0.34,0.748,0.105
2025-02-09,08:00,Electric Oven,2200,0.45,0.99,0.139
2025-02-09,14:00,Computer,200,3.96,0.792,0.111
2025-02-09,15:00,Laptop,65,4.87,0.317,0.044
2025-02-09,11:00,Iron,1100,0.25,0.275,0.039
2025-02-09,13:00,Kitchen Appliances,800,1.3,1.04,0.146
2025-02-09,07:00,Kitchen Appliances,800,1.1,0.88,0.123
2025-02-09,13:00,Kitchen Appliances,800,1.03,0.824,0.115
2025-02-09,06:00,Other Appliances,100,2.57,0.257,0.036
2025-02-10,22:00,Air Conditioner,1500,0.96,1.44,0.202
2025-02-10,15:00,Electric Fan,75,1.25,0.094,0.013
2025-02-10,06:00,Water Heater,2000,1.56,3.12,0.437
2025-02-10,06:00,Refrigerator,150,24.0,3.6,0.504
2025-02-10,20:00,Television,120,3.22,0.386,0.054
2025-02-10,21:00,Lights,60,4.29,0.257,0.036
2025-02-10,11:00,Washing Machine,500,0.97,0.485,0.068
2025-02-10,06:00,Water Pump,750,0.52,0.39,0.055
2025-02-10,19:00,Microwave,1100,0.32,0.352,0.049
2025-02-10,19:00,Microwave,1100,0.25,0.275,0.039
2025-02-10,07:00,Microwave,1100,0.3,0.33,0.046
2025-02-10,19:00,Electric Oven,2200,0.43,0.946,0.132
2025-02-10,20:00,Electric Oven,2200,0.39,0.858,0.12
2025-02-10,20:00,Computer,200,2.86,0.572,0.08
2025-02-10,10:00,Laptop,65,4.17,0.271,0.038
2025-02-10,10:00,Iron,1100,0.32,0.352,0.049
2025-02-10,08:00,Kitchen Appliances,800,0.88,0.704,0.099
2025-02-10,06:00,Other Appliances,100,1.89,0.189,0.026
2025-02-11,21:00,Air Conditioner,1500,0.86,1.29,0.181
2025-02-11,13:00,Electric Fan,75,1.34,0.101,0.014
2025-02-11,19:00,Water Heater,2000,1.44,2.88,0.403
2025-02-11,12:00,Refrigerator,150,21.3,3.195,0.447
2025-02-11,19:00,Television,120,3.62,0.434,0.061
2025-02-11,07:00,Lights,60,5.0,0.3,0.042
2025-02-11,08:00,Water Pump,750,0.45,0.338,0.047
2025-02-11,20:00,Microwave,1100,0.3,0.33,0.046
2025-02-11,07:00,Microwave,1100,0.18,0.198,0.028
2025-02-11,20:00,Electric Oven,2200,0.44,0.968,0.136
2025-02-11,07:00,Electric Oven,2200,0.38,0.836,0.117
2025-02-11,21:00,Computer,200,3.0,0.6,0.084
2025-02-11,21:00,Laptop,65,4.05,0.263,0.037
2025-02-11,07:00,Kitchen Appliances,800,0.88,0.704,0.099
2025-02-11,08:00,Kitchen Appliances,800,1.11,0.888,0.124
2025-02-11,19:00,Kitchen Appliances,800,0.96,0.768,0.108
2025-02-11,12:00,Other Appliances,100,1.98,0.198,0.028
2025-02-12,15:00,Air Conditioner,1500,0.93,1.395,0.195
2025-02-12,15:00,Electric Fan,75,1.33,0.1,0.014
2025-02-12,19:00,Water Heater,2000,1.67,3.34,0.468
2025-02-12,06:00,Refrigerator,150,24.0,3.6,0.504
2025-02-12,21:00,Television,120,3.77,0.452,0.063
2025-02-12,19:00,Lights,60,5.09,0.305,0.043
2025-02-12,11:00,Washing Machine,500,0.77,0.385,0.054
2025-02-12,07:00,Water Pump,750,0.44,0.33,0.046
2025-02-12,08:00,Microwave,1100,0.21,0.231,0.032
2025-02-12,20:00,Microwave,1100,0.3,0.33,0.046
2025-02-12,08:00,Microwave,1100,0.28,0.308,0.043
2025-02-12,19:00,Electric Oven,2200,0.52,1.144,0.16
2025-02-12,13:00,Electric Oven,2200,0.4,0.88,0.123
2025-02-12,07:00,Electric Oven,2200,0.4,0.88,0.123
2025-02-12,20:00,Computer,200,3.4,0.68,0.095
2025-02-12,10:00,Laptop,65,3.95,0.257,0.036
2025-02-12,19:00,Kitchen Appliances,800,1.06,0.848,0.119
2025-02-12,07:00,Kitchen Appliances,800,0.87,0.696,0.097
2025-02-12,19:00,Kitchen Appliances,800,1.21,0.968,0.136
2025-02-12,12:00,Other Appliances,100,1.78,0.178,0.025
2025-02-13,20:00,Air Conditioner,1500,0.96,1.44,0.202
2025-02-13,20:00,Electric Fan,75,1.15,0.086,0.012
2025-02-13,07:00,Water Heater,2000,1.35,2.7,0.378
2025-02-13,12:00,Refrigerator,150,23.01,3.452,0.483
2025-02-13,21:00,Television,120,3.05,0.366,0.051
2025-02-13,21:00,Lights,60,4.93,0.296,0.041
2025-02-13,06:00,Water Pump,750,0.53,0.398,0.056
2025-02-13,13:00,Microwave,1100,0.23,0.253,0.035
2025-02-13,08:00,Electric Oven,2200,0.46,1.012,0.142
2025-02-13,19:00,Electric Oven,2200,0.42,0.924,0.129
2025-02-13,09:00,Computer,200,3.0,0.6,0.084
2025-02-13,21:00,Laptop,65,3.45,0.224,0.031
2025-02-13,20:00,Kitchen Appliances,800,0.9,0.72,0.101
2025-02-13,18:00,Other Appliances,100,1.89,0.189,0.026
2025-02-14,22:00,Air Conditioner,1500,1.03,1.545,0.216
2025-02-14,21:00,Electric Fan,75,1.32,0.099,0.014
2025-02-14,20:00,Water Heater,2000,1.48,2.96,0.414
2025-02-14,12:00,Refrigerator,150,24.0,3.6,0.504
2025-02-14,19:00,Television,120,3.47,0.416,0.058
2025-02-14,06:00,Lights,60,4.8,0.288,0.04
2025-02-14,08:00,Water Pump,750,0.54,0.405,0.057
2025-02-14,13:00,Microwave,1100,0.26,0.286,0.04
2025-02-14,20:00,Electric Oven,2200,0.45,0.99,0.139
2025-02-14,20:00,Computer,200,2.98,0.596,0.083
2025-02-14,20:00,Laptop,65,4.15,0.27,0.038
2025-02-14,07:00,Kitchen Appliances,800,0.72,0.576,0.081
2025-02-14,18:00,Other Appliances,100,1.81,0.181,0.025
2025-02-15,14:00,Air Conditioner,1500,0.98,1.47,0.206
2025-02-15,14:00,Electric Fan,75,1.34,0.101,0.014
2025-02-15,20:00,Water Heater,2000,1.75,3.5,0.49
2025-02-15,00:00,Refrigerator,150,24.0,3.6,0.504
2025-02-15,21:00,Television,120,4.27,0.512,0.072
2025-02-15,19:00,Lights,60,5.25,0.315,0.044
2025-02-15,11:00,Washing Machine,500,0.74,0.37,0.052
2025-02-15,08:00,Water Pump,750,0.57,0.427,0.06
2025-02-15,13:00,Microwave,1100,0.28,0.308,0.043
2025-02-15,08:00,Microwave,1100,0.27,0.297,0.042
2025-02-15,08:00,Electric Oven,2200,0.41,0.902,0.126
2025-02-15,13:00,Electric Oven,2200,0.51,1.122,0.157
2025-02-15,21:00,Computer,200,3.73,0.746,0.104
2025-02-15,21:00,Laptop,65,4.2,0.273,0.038
2025-02-15,20:00,Kitchen Appliances,800,0.87,0.696,0.097
2025-02-15,19:00,Kitchen Appliances,800,1.11,0.888,0.124
2025-02-15,18:00,Other Appliances,100,2.57,0.257,0.036
2025-02-16,14:00,Air Conditioner,1500,1.13,1.695,0.237
2025-02-16,15:00,Electric Fan,75,1.29,0.097,0.014
2025-02-16,06:00,Water Heater,2000,2.04,4.08,0.571
2025-02-16,18:00,Refrigerator,150,24.0,3.6,0.504
2025-02-16,21:00,Television,120,4.21,0.505,0.071
2025-02-16,07:00,Lights,60,5.71,0.343,0.048
2025-02-16,16:00,Washing Machine,500,0.81,0.405,0.057
2025-02-16,08:00,Water Pump,750,0.51,0.383,0.054
2025-02-16,20:00,Microwave,1100,0.21,0.231,0.032
2025-02-16,19:00,Electric Oven,2200,0.29,0.638,0.089
2025-02-16,15:00,Computer,200,3.27,0.654,0.092
2025-02-16,10:00,Laptop,65,4.05,0.263,0.037
2025-02-16,19:00,Kitchen Appliances,800,1.09,0.872,0.122
2025-02-16,08:00,Kitchen Appliances,800,0.99,0.792,0.111
2025-02-16,13:00,Kitchen Appliances,800,1.15,0.92,0.129
2025-02-16,00:00,Other Appliances,100,2.18,0.218,0.031
2025-02-17,13:00,Air Conditioner,1500,1.01,1.515,0.212
2025-02-17,14:00,Electric Fan,75,1.25,0.094,0.013
2025-02-17,06:00,Water Heater,2000,1.58,3.16,0.442
2025-02-17,06:00,Refrigerator,150,24.0,3.6,0.504
2025-02-17,19:00,Television,120,3.41,0.409,0.057
2025-02-17,06:00,Lights,60,5.65,0.339,0.047
2025-02-17,16:00,Washing Machine,500,0.79,0.395,0.055
2025-02-17,06:00,Water Pump,750,0.56,0.42,0.059
2025-02-17,13:00,Microwave,1100,0.31,0.341,0.048
2025-02-17,08:00,Electric Oven,2200,0.49,1.078,0.151
2025-02-17,19:00,Electric Oven,2200,0.48,1.056,0.148
2025-02-17,07:00,Electric Oven,2200,0.35,0.77,0.108
2025-02-17,21:00,Computer,200,2.85,0.57,0.08
2025-02-17,14:00,Laptop,65,3.95,0.257,0.036
2025-02-17,16:00,Iron,1100,0.29,0.319,0.045
2025-02-17,19:00,Kitchen Appliances,800,0.81,0.648,0.091
2025-02-17,12:00,Other Appliances,100,2.2,0.22,0.031
2025-02-18,22:00,Air Conditioner,1500,0.79,1.185,0.166
2025-02-18,14:00,Electric Fan,75,1.05,0.079,0.011
2025-02-18,07:00,Water Heater,2000,1.55,3.1,0.434
2025-02-18,18:00,Refrigerator,150,20.45,3.067,0.429
2025-02-18,20:00,Television,120,3.22,0.386,0.054
2025-02-18,19:00,Lights,60,5.68,0.341,0.048
2025-02-18,07:00,Water Pump,750,0.46,0.345,0.048
2025-02-18,19:00,Microwave,1100,0.28,0.308,0.043
2025-02-18,13:00,Electric Oven,2200,0.44,0.968,0.136
2025-02-18,13:00,Electric Oven,2200,0.45,0.99,0.139
2025-02-18,08:00,Electric Oven,2200,0.37,0.814,0.114
2025-02-18,10:00,Computer,200,2.75,0.55,0.077
2025-02-18,15:00,Laptop,65,3.97,0.258,0.036
2025-02-18,08:00,Kitchen Appliances,800,1.15,0.92,0.129
2025-02-18,20:00,Kitchen Appliances,800,1.16,0.928,0.13
2025-02-18,07:00,Kitchen Appliances,800,1.22,0.976,0.137
2025-02-18,12:00,Other Appliances,100,2.02,0.202,0.028
2025-02-19,21:00,Air Conditioner,1500,0.79,1.185,0.166
2025-02-19,21:00,Electric Fan,75,1.06,0.08,0.011
2025-02-19,07:00,Water Heater,2000,1.75,3.5,0.49
2025-02-19,06:00,Refrigerator,150,24.0,3.6,0.504
2025-02-19,21:00,Television,120,3.15,0.378,0.053
2025-02-19,07:00,Lights,60,4.91,0.295,0.041
2025-02-19,17:00,Washing Machine,500,0.94,0.47,0.066
2025-02-19,07:00,Water Pump,750,0.55,0.413,0.058
2025-02-19,07:00,Microwave,1100,0.24,0.264,0.037
2025-02-19,13:00,Microwave,1100,0.26,0.286,0.04
2025-02-19,19:00,Microwave,1100,0.28,0.308,0.043
2025-02-19,20:00,Electric Oven,2200,0.46,1.012,0.142
2025-02-19,15:00,Computer,200,2.62,0.524,0.073
2025-02-19,09:00,Laptop,65,3.81,0.248,0.035
2025-02-19,17:00,Iron,1100,0.37,0.407,0.057
2025-02-19,08:00,Kitchen Appliances,800,0.81,0.648,0.091
2025-02-19,19:00,Kitchen Appliances,800,1.16,0.928,0.13
2025-02-19,19:00,Kitchen Appliances,800,0.92,0.736,0.103
2025-02-19,18:00,Other Appliances,100,1.97,0.197,0.028
2025-02-20,22:00,Air Conditioner,1500,0.87,1.305,0.183
2025-02-20,21:00,Electric Fan,75,1.37,0.103,0.014
2025-02-20,19:00,Water Heater,2000,1.39,2.78,0.389
2025-02-20,18:00,Refrigerator,150,21.25,3.188,0.446
2025-02-20,21:00,Television,120,3.53,0.424,0.059
2025-02-20,06:00,Lights,60,5.72,0.343,0.048
2025-02-20,08:00,Water Pump,750,0.49,0.367,0.051
2025-02-20,08:00,Microwave,1100,0.3,0.33,0.046
2025-02-20,08:00,Microwave,1100,0.24,0.264,0.037
2025-02-20,07:00,Microwave,1100,0.22,0.242,0.034
2025-02-20,07:00,Electric Oven,2200,0.43,0.946,0.132
2025-02-20,07:00,Electric Oven,2200,0.34,0.748,0.105
2025-02-20,07:00,Electric Oven,2200,0.3,0.66,0.092
2025-02-20,21:00,Computer,200,2.95,0.59,0.083
2025-02-20,09:00,Laptop,65,4.24,0.276,0.039
2025-02-20,11:00,Iron,1100,0.31,0.341,0.048
2025-02-20,13:00,Kitchen Appliances,800,0.78,0.624,0.087
2025-02-20,12:00,Other Appliances,100,1.84,0.184,0.026
2025-02-21,22:00,Air Conditioner,1500,0.92,-1.38,0.193
2025-02-21,14:00,Electric Fan,75,1.31,0.098,0.014
2025-02-21,07:00,Water Heater,2000,1.47,2.94,0.412
2025-02-21,06:00,Refrigerator,150,24.0,3.6,0.504
2025-02-21,20:00,Television,120,3.41,0.409,0.057
2025-02-21,21:00,Lights,60,4.34,0.26,0.036
2025-02-21,07:00,Water Pump,750,0.52,0.39,0.055
2025-02-21,19:00,Microwave,1100,0.32,0.352,0.049
2025-02-21,19:00,Electric Oven,2200,0.45,0.99,0.139
2025-02-21,19:00,Electric Oven,2200,0.32,0.704,0.099
2025-02-21,20:00,Computer,200,2.72,0.544,0.076
2025-02-21,10:00,Laptop,65,3.97,0.258,0.036
2025-02-21,19:00,Kitchen Appliances,800,1.04,0.832,0.116
2025-02-21,06:00,Other Appliances,100,2.03,0.203,0.028
2025-02-22,15:00,Air Conditioner,1500,1.0,1.5,0.21
2025-02-22,22:00,Electric Fan,75,1.26,0.095,0.013
2025-02-22,20:00,Water Heater,2000,1.57,3.14,0.44
2025-02-22,00:00,Refrigerator,150,24.0,3.6,0.504
2025-02-22,19:00,Television,120,4.07,0.488,0.068
2025-02-22,20:00,Lights,60,4.98,0.299,0.042
2025-02-22,06:00,Water Pump,750,0.64,0.48,0.067
2025-02-22,13:00,Microwave,1100,0.25,0.275,0.039
2025-02-22,08:00,Electric Oven,2200,0.33,0.726,0.102
2025-02-22,09:00,Computer,200,3.93,0.786,0.11
2025-02-22,15:00,Laptop,65,4.94,0.321,0.045
2025-02-22,20:00,Kitchen Appliances,800,1.25,1.0,0.14
2025-02-22,13:00,Kitchen Appliances,800,0.89,0.712,0.1
2025-02-22,20:00,Kitchen Appliances,800,0.93,0.744,0.104
2025-02-22,12:00,Other Appliances,100,2.4,0.24,0.034
2025-02-23,21:00,Air Conditioner,1500,0.96,1.44,0.202
2025-02-23,20:00,Electric Fan,75,1.54,0.116,0.016
2025-02-23,20:00,Water Heater,2000,1.58,3.16,0.442
2025-02-23,12:00,Refrigerator,150,24.0,3.6,0.504
2025-02-23,20:00,Television,120,4.53,0.544,0.076
2025-02-23,06:00,Lights,60,5.43,0.326,0.046
2025-02-23,16:00,Washing Machine,500,0.65,0.325,0.046
2025-02-23,08:00,Water Pump,750,0.58,0.435,0.061
2025-02-23,08:00,Microwave,1100,0.22,0.242,0.034
2025-02-23,19:00,Microwave,1100,0.22,0.242,0.034
2025-02-23,08:00,Microwave,1100,0.26,0.286,0.04
2025-02-23,19:00,Electric Oven,2200,0.34,0.748,0.105
2025-02-23,19:00,Electric Oven,2200,0.51,1.122,0.157
2025-02-23,21:00,Computer,200,3.41,0.682,0.095
2025-02-23,10:00,Laptop,65,5.01,0.326,0.046
2025-02-23,07:00,Kitchen Appliances,800,1.01,0.808,0.113
2025-02-23,00:00,Other Appliances,100,2.61,0.261,0.037
2025-02-24,20:00,Air Conditioner,1500,0.97,1.455,0.204
2025-02-24,22:00,Electric Fan,75,1.07,0.08,0.011
2025-02-24,07:00,Water Heater,2000,1.43,2.86,0.4
2025-02-24,18:00,Refrigerator,150,20.47,3.071,0.43
2025-02-24,21:00,Television,120,3.37,0.404,0.057
2025-02-24,21:00,Lights,60,5.21,0.313,0.044
2025-02-24,08:00,Water Pump,750,0.43,0.323,0.045
2025-02-24,13:00,Microwave,1100,0.18,0.198,0.028
2025-02-24,19:00,Electric Oven,2200,0.28,0.616,0.086
2025-02-24,08:00,Electric Oven,2200,0.47,1.034,0.145
2025-02-24,09:00,Computer,200,2.65,0.53,0.074
2025-02-24,10:00,Laptop,65,4.03,0.262,0.037
2025-02-24,07:00,Kitchen Appliances,800,1.18,0.944,0.132
2025-02-24,19:00,Kitchen Appliances,800,0.92,0.736,0.103
2025-02-24,06:00,Other Appliances,100,1.98,0.198,0.028
2025-02-25,14:00,Air Conditioner,1500,1.03,1.545,0.216
2025-02-25,13:00,Electric Fan,75,1.13,0.085,0.012
2025-02-25,06:00,Water Heater,2000,1.63,3.26,0.456
2025-02-25,18:00,Refrigerator,150,21.07,3.16,0.442
2025-02-25,20:00,Television,120,3.37,0.404,0.057
2025-02-25,06:00,Lights,60,4.33,0.26,0.036
2025-02-25,16:00,Washing Machine,500,0.92,0.46,0.064
2025-02-25,06:00,Water Pump,750,0.51,0.383,0.054
2025-02-25,20:00,Microwave,1100,0.21,0.231,0.032
2025-02-25,13:00,Electric Oven,2200,0.5,1.1,0.154
2025-02-25,20:00,Computer,200,3.36,0.672,0.094
2025-02-25,10:00,Laptop,65,4.19,0.272,0.038
2025-02-25,11:00,Iron,1100,0.38,0.418,0.059
2025-02-25,13:00,Kitchen Appliances,800,1.26,1.008,0.141
2025-02-25,08:00,Kitchen Appliances,800,0.8,0.64,0.09
2025-02-25,19:00,Kitchen Appliances,800,1.04,0.832,0.116
2025-02-25,12:00,Other Appliances,100,2.11,0.211,0.03
2025-02-26,22:00,Air Conditioner,1500,0.87,1.305,0.183
2025-02-26,22:00,Electric Fan,75,1.07,0.08,0.011
2025-02-26,19:00,Water Heater,2000,1.66,3.32,0.465
2025-02-26,18:00,Refrigerator,150,20.79,3.119,0.437
2025-02-26,19:00,Television,120,3.22,0.386,0.054
2025-02-26,21:00,Lights,60,4.76,0.286,0.04
2025-02-26,10:00,Washing Machine,500,0.89,0.445,0.062
2025-02-26,07:00,Water Pump,750,0.52,0.39,0.055
2025-02-26,19:00,Microwave,1100,0.26,0.286,0.04
2025-02-26,20:00,Microwave,1100,0.24,0.264,0.037
2025-02-26,13:00,Electric Oven,2200,0.47,1.034,0.145
2025-02-26,21:00,Computer,200,3.27,0.654,0.092
2025-02-26,14:00,Laptop,65,3.49,0.227,0.032
2025-02-26,07:00,Kitchen Appliances,800,0.89,0.712,0.1
2025-02-26,13:00,Kitchen Appliances,800,0.75,0.6,0.084
2025-02-26,13:00,Kitchen Appliances,800,0.97,0.776,0.109
2025-02-26,00:00,Other Appliances,100,1.76,0.176,0.025
2025-02-27,20:00,Air Conditioner,1500,0.82,1.23,0.172
2025-02-27,21:00,Electric Fan,75,1.22,0.091,0.013
2025-02-27,06:00,Water Heater,2000,1.52,3.04,0.426
2025-02-27,00:00,Refrigerator,150,21.05,3.158,0.442
2025-02-27,20:00,Television,120,3.6,0.432,0.06
2025-02-27,06:00,Lights,60,5.55,0.333,0.047
2025-02-27,11:00,Washing Machine,500,0.63,0.315,0.044
2025-02-27,06:00,Water Pump,750,0.51,0.383,0.054
2025-02-27,13:00,Microwave,1100,0.2,0.22,0.031
2025-02-27,19:00,Electric Oven,2200,0.3,0.66,0.092
2025-02-27,14:00,Computer,200,2.8,0.56,0.078
2025-02-27,09:00,Laptop,65,3.98,0.259,0.036
2025-02-27,08:00,Kitchen Appliances,800,1.06,0.848,0.119
2025-02-27,08:00,Kitchen Appliances,800,0.97,0.776,0.109
2025-02-27,19:00,Kitchen Appliances,800,0.88,0.704,0.099
2025-02-27,18:00,Other Appliances,100,1.9,0.19,0.027
2025-02-28,15:00,Air Conditioner,1500,0.98,1.47,0.206
2025-02-28,20:00,Electric Fan,75,1.18,0.088,0.012
2025-02-28,07:00,Water Heater,2000,1.71,3.42,0.479
2025-02-28,06:00,Refrigerator,150,22.56,3.384,0.474
