Date,Time,Appliance,Power_Watts,Duration_Hours,Energy_kWh,Cost
2025-10-07,13:00,Kitchen Appliances,800,0.93,0.744,0.104
2025-10-07,06:00,Other Appliances,100,2.16,0.216,0.03
2025-10-08,15:00,Air Conditioner,1500,2.04,3.06,0.428
2025-10-08,22:00,Electric Fan,75,3.13,0.235,0.033
2025-10-08,20:00,Water Heater,2000,0.77,1.54,0.216
2025-10-08,00:00,Refrigerator,150,24.0,3.6,0.504
2025-10-08,21:00,Television,120,3.34,0.401,0.056
2025-10-08,21:00,Lights,60,5.36,0.322,0.045
2025-10-08,06:00,Water Pump,750,0.45,0.338,0.047
2025-10-08,07:00,Microwave,1100,0.25,0.275,0.039
2025-10-08,19:00,Microwave,1100,0.27,0.297,0.042
2025-10-08,08:00,Electric Oven,2200,0.31,0.682,0.095
2025-10-08,14:00,Computer,200,2.59,0.518,0.073
2025-10-08,14:00,Laptop,65,3.92,0.255,0.036
2025-10-08,16:00,Iron,1100,0.26,0.286,0.04
2025-10-08,19:00,Kitchen Appliances,800,0.72,0.576,0.081
2025-10-08,19:00,Kitchen Appliances,800,0.81,0.648,0.091
2025-10-08,07:00,Kitchen Appliances,800,1.11,0.888,0.124
2025-10-08,00:00,Other Appliances,100,1.98,0.198,0.028
2025-10-09,22:00,Air Conditioner,1500,2.0,3.0,0.42
2025-10-09,20:00,Electric Fan,75,2.47,0.185,0.026
2025-10-09,06:00,Water Heater,2000,0.79,1.58,0.221
2025-10-09,06:00,Refrigerator,150,21.56,3.234,0.453
2025-10-09,20:00,Television,120,3.58,0.43,0.06
2025-10-09,06:00,Lights,60,5.28,0.317,0.044
2025-10-09,06:00,Water Pump,750,0.49,0.367,0.051
2025-10-09,07:00,Microwave,1100,0.29,0.319,0.045
2025-10-09,19:00,Microwave,1100,0.27,0.297,0.042
2025-10-09,20:00,Electric Oven,2200,0.45,0.99,0.139
2025-10-09,07:00,Electric Oven,2200,0.51,1.122,0.157
2025-10-09,19:00,Electric Oven,2200,0.47,1.034,0.145
2025-10-09,15:00,Computer,200,3.03,0.606,0.085
2025-10-09,09:00,Laptop,65,4.44,0.289,0.04
2025-10-09,16:00,Iron,1100,0.38,0.418,0.059
2025-10-09,19:00,Kitchen Appliances,800,0.96,0.768,0.108
2025-10-09,07:00,Kitchen Appliances,800,0.87,0.696,0.097
2025-10-09,19:00,Kitchen Appliances,800,1.22,0.976,0.137
2025-10-09,12:00,Other Appliances,100,1.92,0.192,0.027
2025-10-10,15:00,Air Conditioner,1500,1.94,2.91,0.407
2025-10-10,13:00,Electric Fan,75,2.95,0.221,0.031
2025-10-10,07:00,Water Heater,2000,0.73,1.46,0.204
2025-10-10,18:00,Refrigerator,150,22.51,3.377,0.473
2025-10-10,20:00,Television,120,2.99,0.359,0.05
2025-10-10,06:00,Lights,60,4.7,0.282,0.039
2025-10-10,17:00,Washing Machine,500,0.61,0.305,0.043
2025-10-10,06:00,Water Pump,750,0.46,0.345,0.048
2025-10-10,19:00,Microwave,1100,0.28,0.308,0.043
2025-10-10,19:00,Electric Oven,2200,0.36,0.792,0.111
2025-10-10,08:00,Electric Oven,2200,0.45,0.99,0.139
2025-10-10,21:00,Computer,200,3.38,0.676,0.095
2025-10-10,20:00,Laptop,65,4.38,0.285,0.04
2025-10-10,11:00,Iron,1100,0.3,0.33,0.046
2025-10-10,07:00,Kitchen Appliances,800,0.93,0.744,0.104
2025-10-10,12:00,Other Appliances,100,1.9,0.19,0.027
2025-10-11,13:00,Air Conditioner,1500,2.36,3.54,0.496
2025-10-11,22:00,Electric Fan,75,2.91,0.218,0.031
2025-10-11,06:00,Water Heater,2000,0.77,1.54,0.216
2025-10-11,18:00,Refrigerator,150,24.0,3.6,0.504
2025-10-11,19:00,Television,120,4.59,0.551,0.077
2025-10-11,19:00,Lights,60,5.87,0.352,0.049
2025-10-11,08:00,Water Pump,750,0.63,0.472,0.066
2025-10-11,08:00,Microwave,1100,0.26,0.286,0.04
2025-10-11,19:00,Microwave,1100,0.29,0.319,0.045
2025-10-11,07:00,Electric Oven,2200,0.35,0.77,0.108
2025-10-11,10:00,Computer,200,3.56,0.712,0.1
2025-10-11,14:00,Laptop,65,4.85,0.315,0.044
2025-10-11,11:00,Iron,1100,0.36,0.396,0.055
2025-10-11,13:00,Kitchen Appliances,800,1.06,0.848,0.119
2025-10-11,08:00,Kitchen Appliances,800,0.76,0.608,0.085
2025-10-11,13:00,Kitchen Appliances,800,0.71,0.568,0.08
2025-10-11,12:00,Other Appliances,100,2.11,0.211,0.03
2025-10-12,21:00,Air Conditioner,1500,2.58,3.87,0.542
2025-10-12,21:00,Electric Fan,75,3.54,0.266,0.037
2025-10-12,19:00,Water Heater,2000,0.81,1.62,0.227
2025-10-12,18:00,Refrigerator,150,24.0,3.6,0.504
2025-10-12,19:00,Television,120,4.54,0.545,0.076
2025-10-12,19:00,Lights,60,5.48,0.329,0.046
2025-10-12,17:00,Washing Machine,500,0.77,0.385,0.054
2025-10-12,08:00,Water Pump,750,0.53,0.398,0.056
2025-10-12,07:00,Microwave,1100,0.21,0.231,0.032
2025-10-12,20:00,Microwave,1100,0.27,0.297,0.042
2025-10-12,19:00,Microwave,1100,0.32,0.352,0.049
2025-10-12,20:00,Electric Oven,2200,0.3,0.66,0.092
2025-10-12,13:00,Electric Oven,2200,0.37,0.814,0.114
2025-10-12,15:00,Computer,200,3.71,0.742,0.104
2025-10-12,09:00,Laptop,65,4.84,0.315,0.044
2025-10-12,07:00,Kitchen Appliances,800,0.95,0.76,0.106
2025-10-12,13:00,Kitchen Appliances,800,1.15,0.92,0.129
2025-10-12,19:00,Kitchen Appliances,800,1.03,0.824,0.115
2025-10-12,18:00,Other Appliances,100,2.64,0.264,0.037
2025-10-13,14:00,Air Conditioner,1500,2.37,3.555,0.498
2025-10-13,13:00,Electric Fan,75,2.7,0.203,0.028
2025-10-13,07:00,Water Heater,2000,0.63,1.26,0.176
2025-10-13,00:00,Refrigerator,150,21.92,3.288,0.46
2025-10-13,19:00,Television,120,3.57,0.428,0.06
2025-10-13,20:00,Lights,60,5.55,0.333,0.047
2025-10-13,16:00,Washing Machine,500,0.68,0.34,0.048
2025-10-13,07:00,Water Pump,750,0.47,0.352,0.049
2025-10-13,20:00,Microwave,1100,0.25,0.275,0.039
2025-10-13,19:00,Microwave,1100,0.23,0.253,0.035
2025-10-13,19:00,Electric Oven,2200,0.35,0.77,0.108
2025-10-13,08:00,Electric Oven,2200,0.32,0.704,0.099
2025-10-13,07:00,Electric Oven,2200,0.38,0.836,0.117
2025-10-13,14:00,Computer,200,3.03,0.606,0.085
2025-10-13,21:00,Laptop,65,4.32,0.281,0.039
2025-10-13,19:00,Kitchen Appliances,800,1.28,1.024,0.143
2025-10-13,07:00,Kitchen Appliances,800,0.81,0.648,0.091
2025-10-13,08:00,Kitchen Appliances,800,1.07,0.856,0.12
2025-10-13,00:00,Other Appliances,100,2.07,0.207,0.029
2025-10-14,22:00,Air Conditioner,1500,2.16,3.24,0.454
2025-10-14,13:00,Electric Fan,75,2.72,0.204,0.029
2025-10-14,07:00,Water Heater,2000,0.68,1.36,0.19
2025-10-14,18:00,Refrigerator,150,21.6,3.24,0.454
2025-10-14,20:00,Television,120,3.69,0.443,0.062
2025-10-14,21:00,Lights,60,4.28,0.257,0.036
2025-10-14,06:00,Water Pump,750,0.51,0.383,0.054
2025-10-14,08:00,Microwave,1100,0.24,0.264,0.037
2025-10-14,13:00,Electric Oven,2200,0.36,0.792,0.111
2025-10-14,09:00,Computer,200,2.61,0.522,0.073
2025-10-14,15:00,Laptop,65,3.65,0.237,0.033
2025-10-14,19:00,Kitchen Appliances,800,1.18,0.944,0.132
2025-10-14,00:00,Other Appliances,100,2.0,0.2,0.028
2025-10-15,15:00,Air Conditioner,1500,2.29,3.435,0.481
2025-10-15,14:00,Electric Fan,75,3.11,0.233,0.033
2025-10-15,06:00,Water Heater,2000,0.66,1.32,0.185
2025-10-15,00:00,Refrigerator,150,20.45,3.067,0.429
2025-10-15,20:00,Television,120,3.69,0.443,0.062
2025-10-15,20:00,Lights,60,5.55,0.333,0.047
2025-10-15,16:00,Washing Machine,500,0.76,0.38,0.053
2025-10-15,08:00,Water Pump,750,0.56,0.42,0.059
2025-10-15,07:00,Microwave,1100,0.24,0.264,0.037
2025-10-15,07:00,Electric Oven,2200,0.48,1.056,0.148
2025-10-15,20:00,Electric Oven,2200,0.37,0.814,0.114
2025-10-15,19:00,Electric Oven,2200,0.43,0.946,0.132
2025-10-15,09:00,Computer,200,2.94,0.588,0.082
2025-10-15,14:00,Laptop,65,3.52,0.229,0.032
2025-10-15,13:00,Kitchen Appliances,800,0.92,0.736,0.103
2025-10-15,06:00,Other Appliances,100,1.79,0.179,0.025
2025-10-16,14:00,Air Conditioner,1500,2.29,3.435,0.481
2025-10-16,15:00,Electric Fan,75,2.6,0.195,0.027
2025-10-16,06:00,Water Heater,2000,0.75,1.5,0.21
2025-10-16,18:00,Refrigerator,150,23.7,3.555,0.498
2025-10-16,20:00,Television,120,3.77,0.452,0.063
2025-10-16,20:00,Lights,60,4.76,0.286,0.04
2025-10-16,16:00,Washing Machine,500,0.7,0.35,0.049
2025-10-16,06:00,Water Pump,750,0.51,0.383,0.054
2025-10-16,13:00,Microwave,1100,0.18,0.198,0.028
2025-10-16,13:00,Microwave,1100,0.26,0.286,0.04
2025-10-16,13:00,Electric Oven,2200,0.42,0.924,0.129
2025-10-16,15:00,Computer,200,2.98,0.596,0.083
2025-10-16,10:00,Laptop,65,4.21,0.274,0.038
2025-10-16,13:00,Kitchen Appliances,800,1.22,0.976,0.137
2025-10-16,07:00,Kitchen Appliances,800,1.08,0.864,0.121
2025-10-16,12:00,Other Appliances,100,2.21,0.221,0.031
2025-10-17,13:00,Air Conditioner,1500,1.88,2.82,0.395
2025-10-17,22:00,Electric Fan,75,2.6,0.195,0.027
2025-10-17,20:00,Water Heater,2000,0.72,1.44,0.202
2025-10-17,06:00,Refrigerator,150,23.83,3.574,0.5
2025-10-17,21:00,Television,120,4.0,0.48,0.067
2025-10-17,21:00,Lights,60,4.48,0.269,0.038
2025-10-17,17:00,Washing Machine,500,0.92,0.46,0.064
2025-10-17,08:00,Water Pump,750,0.52,0.39,0.055
2025-10-17,07:00,Microwave,1100,0.31,0.341,0.048
2025-10-17,07:00,Microwave,1100,0.28,0.308,0.043
2025-10-17,13:00,Microwave,1100,0.23,0.253,0.035
2025-10-17,07:00,Electric Oven,2200,0.35,0.77,0.108
2025-10-17,14:00,Computer,200,3.13,0.626,0.088
2025-10-17,20:00,Laptop,65,4.0,0.26,0.036
2025-10-17,13:00,Kitchen Appliances,800,1.14,0.912,0.128
2025-10-17,18:00,Other Appliances,100,2.1,0.21,0.029
2025-10-18,15:00,Air Conditioner,1500,2.51,3.765,0.527
2025-10-18,15:00,Electric Fan,75,3.23,0.242,0.034
2025-10-18,06:00,Water Heater,2000,0.84,1.68,0.235
2025-10-18,00:00,Refrigerator,150,24.0,3.6,0.504
2025-10-18,21:00,Television,120,3.96,0.475,0.067
2025-10-18,19:00,Lights,60,5.32,0.319,0.045
2025-10-18,11:00,Washing Machine,500,0.95,0.475,0.067
2025-10-18,08:00,Water Pump,750,0.53,0.398,0.056
2025-10-18,13:00,Microwave,1100,0.32,0.352,0.049
2025-10-18,07:00,Electric Oven,2200,0.46,1.012,0.142
2025-10-18,10:00,Computer,200,3.87,0.774,0.108
2025-10-18,09:00,Laptop,65,4.63,0.301,0.042
2025-10-18,17:00,Iron,1100,0.35,0.385,0.054
2025-10-18,07:00,Kitchen Appliances,800,0.89,0.712,0.1
2025-10-18,00:00,Other Appliances,100,2.09,0.209,0.029
2025-10-19,20:00,Air Conditioner,1500,2.37,3.555,0.498
2025-10-19,21:00,Electric Fan,75,2.93,0.22,0.031
2025-10-19,20:00,Water Heater,2000,0.85,1.7,0.238
2025-10-19,00:00,Refrigerator,150,24.0,3.6,0.504
2025-10-19,19:00,Television,120,4.12,0.494,
2025-10-19,20:00,Lights,60,6.13,0.368,0.052
2025-10-19,17:00,Washing Machine,500,0.9,0.45,0.063
2025-10-19,07:00,Water Pump,750,0.66,0.495,0.069
2025-10-19,08:00,Microwave,1100,0.25,0.275,0.039
2025-10-19,19:00,Microwave,1100,0.22,0.242,0.034
2025-10-19,20:00,Electric Oven,2200,0.34,0.748,0.105
2025-10-19,13:00,Electric Oven,2200,0.34,0.748,0.105
2025-10-19,20:00,Computer,200,3.63,0.726,0.102
2025-10-19,15:00,Laptop,65,4.34,0.282,0.039
2025-10-19,20:00,Kitchen Appliances,800,0.89,0.712,0.1
2025-10-19,06:00,Other Appliances,100,2.28,0.228,0.032
2025-10-20,20:00,Air Conditioner,1500,1.9,2.85,0.399
2025-10-20,13:00,Electric Fan,75,2.95,0.221,0.031
2025-10-20,20:00,Water Heater,2000,0.81,1.62,0.227
2025-10-20,06:00,Refrigerator,150,22.87,3.43,0.48
2025-10-20,19:00,Television,120,3.18,0.382,0.053
2025-10-20,07:00,Lights,60,5.39,0.323,0.045
2025-10-20,17:00,Washing Machine,500,0.89,0.445,0.062
2025-10-20,07:00,Water Pump,750,0.44,0.33,0.046
2025-10-20,08:00,Microwave,1100,0.26,0.286,0.04
2025-10-20,08:00,Electric Oven,2200,0.46,1.012,0.142
2025-10-20,20:00,Computer,200,3.32,0.664,0.093
2025-10-20,14:00,Laptop,65,4.2,0.273,0.038
2025-10-20,13:00,Kitchen Appliances,800,1.17,0.936,0.131
2025-10-20,13:00,Kitchen Appliances,800,0.84,0.672,0.094
2025-10-20,13:00,Kitchen Appliances,800,0.98,0.784,0.11
2025-10-20,12:00,Other Appliances,100,1.92,0.192,0.027
2025-10-21,15:00,Air Conditioner,1500,2.0,3.0,0.42
2025-10-21,15:00,Electric Fan,75,3.08,0.231,0.032
2025-10-21,20:00,Water Heater,2000,0.71,1.42,0.199
2025-10-21,18:00,Refrigerator,150,24.0,3.6,0.504
2025-10-21,20:00,Television,120,2.98,0.358,0.05
2025-10-21,20:00,Lights,60,4.33,0.26,0.036
2025-10-21,07:00,Water Pump,750,0.57,0.427,0.06
2025-10-21,13:00,Microwave,1100,0.21,0.231,0.032
2025-10-21,19:00,Electric Oven,2200,0.29,0.638,0.089
2025-10-21,13:00,Electric Oven,2200,0.47,1.034,0.145
2025-10-21,21:00,Computer,200,3.05,0.61,0.085
2025-10-21,10:00,Laptop,65,3.64,0.237,0.033
2025-10-21,13:00,Kitchen Appliances,800,0.85,0.68,0.095
2025-10-21,18:00,Other Appliances,100,2.13,0.213,0.03
2025-10-22,13:00,Air Conditioner,1500,2.38,3.57,0.5
2025-10-22,20:00,Electric Fan,75,3.04,0.228,0.032
2025-10-22,20:00,Water Heater,2000,0.76,1.52,0.213
2025-10-22,18:00,Refrigerator,150,22.2,3.33,0.466
2025-10-22,19:00,Television,120,3.04,0.365,0.051
2025-10-22,19:00,Lights,60,5.21,0.313,0.044
2025-10-22,17:00,Washing Machine,500,0.71,0.355,0.05
2025-10-22,08:00,Water Pump,750,0.45,0.338,0.047
2025-10-22,08:00,Microwave,1100,0.3,0.33,0.046
2025-10-22,20:00,Microwave,1100,0.26,0.286,0.04
2025-10-22,07:00,Microwave,1100,0.2,0.22,0.031
2025-10-22,13:00,Electric Oven,2200,0.42,0.924,0.129
2025-10-22,13:00,Electric Oven,2200,0.41,0.902,0.126
2025-10-22,10:00,Computer,200,3.17,0.634,0.089
2025-10-22,09:00,Laptop,65,4.33,0.281,0.039
2025-10-22,19:00,Kitchen Appliances,800,1.24,0.992,0.139
2025-10-22,08:00,Kitchen Appliances,800,1.15,0.92,0.129
2025-10-22,18:00,Other Appliances,100,1.81,0.181,0.025
2025-10-23,15:00,Air Conditioner,1500,1.93,2.895,0.405
2025-10-23,22:00,Electric Fan,75,2.66,0.2,0.028
2025-10-23,19:00,Water Heater,2000,0.82,1.64,0.23
2025-10-23,00:00,Refrigerator,150,22.24,3.336,0.467
2025-10-23,21:00,Television,120,3.12,0.374,0.052
2025-10-23,20:00,Lights,60,4.87,0.292,0.041
2025-10-23,06:00,Water Pump,750,0.55,0.413,0.058
2025-10-23,19:00,Microwave,1100,0.18,0.198,0.028
2025-10-23,20:00,Microwave,1100,0.32,0.352,0.049
2025-10-23,19:00,Electric Oven,2200,0.47,1.034,0.145
2025-10-23,13:00,Electric Oven,2200,0.35,0.77,0.108
2025-10-23,21:00,Computer,200,3.12,0.624,0.087
2025-10-23,09:00,Laptop,65,3.49,0.227,0.032
2025-10-23,19:00,Kitchen Appliances,800,1.04,0.832,
2025-10-23,06:00,Other Appliances,100,2.07,0.207,0.029
2025-10-24,22:00,Air Conditioner,1500,2.26,3.39,0.475
2025-10-24,15:00,Electric Fan,75,2.74,0.206,0.029
2025-10-24,07:00,Water Heater,2000,0.71,1.42,0.199
2025-10-24,00:00,Refrigerator,150,24.0,3.6,0.504
2025-10-24,21:00,Television,120,3.17,0.38,0.053
2025-10-24,21:00,Lights,60,4.76,0.286,0.04
2025-10-24,06:00,Water Pump,750,0.57,0.427,0.06
2025-10-24,19:00,Microwave,1100,0.18,0.198,0.028
2025-10-24,08:00,Microwave,1100,0.18,0.198,0.028
2025-10-24,08:00,Electric Oven,2200,0.34,0.748,0.105
2025-10-24,14:00,Computer,200,3.08,0.616,0.086
2025-10-24,21:00,Laptop,65,4.04,0.263,0.037
2025-10-24,20:00,Kitchen Appliances,800,1.24,0.992,0.139
2025-10-24,08:00,Kitchen Appliances,800,0.79,0.632,0.088
2025-10-24,06:00,Other Appliances,100,1.82,0.182,0.025
2025-10-25,21:00,Air Conditioner,1500,2.13,3.195,0.447
2025-10-25,13:00,Electric Fan,75,3.32,0.249,0.035
2025-10-25,19:00,Water Heater,2000,0.9,1.8,0.252
2025-10-25,12:00,Refrigerator,150,24.0,3.6,0.504
2025-10-25,19:00,Television,120,4.47,0.536,0.075
2025-10-25,07:00,Lights,60,6.02,0.361,0.051
2025-10-25,11:00,Washing Machine,500,0.7,0.35,0.049
2025-10-25,06:00,Water Pump,750,0.62,0.465,0.065
2025-10-25,19:00,Microwave,1100,0.19,0.209,0.029
2025-10-25,08:00,Microwave,1100,0.18,0.198,0.028
2025-10-25,19:00,Microwave,1100,0.23,0.253,0.035
2025-10-25,19:00,Electric Oven,2200,0.33,0.726,0.102
2025-10-25,09:00,Computer,200,3.54,0.708,0.099
2025-10-25,10:00,Laptop,65,4.04,0.263,0.037
2025-10-25,07:00,Kitchen Appliances,800,1.15,0.92,0.129
2025-10-25,12:00,Other Appliances,100,2.6,0.26,0.036
2025-10-26,15:00,Air Conditioner,1500,2.6,3.9,0.546
2025-10-26,14:00,Electric Fan,75,3.14,0.235,0.033
2025-10-26,19:00,Water Heater,2000,0.95,1.9,0.266
2025-10-26,00:00,Refrigerator,150,24.0,3.6,0.504
2025-10-26,19:00,Television,120,4.56,0.547,0.077
2025-10-26,20:00,Lights,60,4.9,0.294,0.041
2025-10-26,07:00,Water Pump,750,0.55,0.413,0.058
2025-10-26,13:00,Microwave,1100,0.32,0.352,0.049
2025-10-26,07:00,Microwave,1100,0.21,0.231,0.032
2025-10-26,19:00,Microwave,1100,0.27,0.297,0.042
2025-10-26,13:00,Electric Oven,2200,0.51,1.122,0.157
2025-10-26,14:00,Computer,200,3.69,0.738,0.103
2025-10-26,10:00,Laptop,65,3.97,0.258,0.036
2025-10-26,11:00,Iron,1100,0.32,0.352,0.049
2025-10-26,08:00,Kitchen Appliances,800,0.74,0.592,0.083
2025-10-26,12:00,Other Appliances,100,2.55,0.255,0.036
2025-10-27,20:00,Air Conditioner,1500,2.02,3.03,0.424
2025-10-27,20:00,Electric Fan,75,3.07,0.23,0.032
2025-10-27,07:00,Water Heater,2000,0.65,1.3,0.182
2025-10-27,06:00,Refrigerator,150,24.0,3.6,0.504
2025-10-27,19:00,Television,120,3.36,0.403,0.056
2025-10-27,06:00,Lights,60,5.43,0.326,0.046
2025-10-27,16:00,Washing Machine,500,0.83,0.415,0.058
2025-10-27,06:00,Water Pump,750,0.52,0.39,0.055
2025-10-27,19:00,Microwave,1100,0.18,0.198,0.028
2025-10-27,08:00,Microwave,1100,0.18,0.198,0.028
2025-10-27,20:00,Electric Oven,2200,0.41,0.902,0.126
2025-10-27,10:00,Computer,200,3.2,0.64,0.09
2025-10-27,09:00,Laptop,65,3.59,0.233,0.033
2025-10-27,10:00,Iron,1100,0.3,0.33,0.046
2025-10-27,19:00,Kitchen Appliances,800,0.98,0.784,0.11
2025-10-27,20:00,Kitchen Appliances,800,1.21,0.968,0.136
2025-10-27,20:00,Kitchen Appliances,800,0.96,0.768,0.108
2025-10-27,00:00,Other Appliances,100,2.19,0.219,0.031
2025-10-28,20:00,Air Conditioner,1500,1.98,2.97,0.416
2025-10-28,15:00,Electric Fan,75,3.14,0.235,0.033
